,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
12-07,0.43,0.96,,,70.17,250.34,590.07,730.79,,570.49,750.48,640.6,670.12,,,730.99,1180.21,1810.91,1710.1,,2480.66,2880.4,1370.49
12-08,0.44,,,50.35,60.97,240.96,590.11,,90.48,570.05,740.07,650.22,,,480.45,710.0,1230.75,1850.0,,,2480.0,2800.69,1360.06
12-09,,,30.61,50.35,60.65,250.11,,,90.24,570.65,740.48,610.57,,810.4,490.3,720.85,1210.9,,,2150.5,2510.74,2800.51,1360.13
12-10,,0.98,30.51,50.31,60.53,,,740.8,90.25,590.86,740.42,,670.21,810.1,500.5,720.61,,,1690.0,2150.52,2510.04,2790.43,1350.24
12-11,0.43,10.0,30.48,50.23,,,600.65,740.92,90.38,590.97,,,680.08,800.9,480.6,710.21,,1920.05,1690.5,2160.65,2510.01,,1360.09
12-12,0.43,10.0,30.48,50.23,,260.07,610.04,750.37,90.34,,,590.36,680.68,800.6,460.76,,1260.3,1950.96,1680.4,2160.78,,,1350.95
12-13,0.44,0.91,30.48,,60.53,260.15,620.52,730.93,,,760.1,600.87,670.91,800.12,,,1290.53,1880.84,1660.92,2170.0,,2660.46,1350.45
12-14,0.41,0.97,,,60.85,260.68,620.93,720.33,,610.21,760.77,600.1,670.49,,,690.1,1280.56,1930.23,1640.99,,2460.5,2690.87,1340.69
12-15,0.4,,,50.25,60.87,270.35,620.7,,90.55,630.98,760.66,600.79,,,440.67,710.4,1290.09,1900.0,,,2430.89,2710.27,1310.1
12-16,,,30.4,50.19,60.91,270.55,,,90.6,690.67,770.23,590.98,,800.1,400.39,720.5,1280.42,,,2180.7,2460.47,2780.41,1330.0
12-17,,10.03,30.4,50.07,60.68,,,720.19,90.6,690.81,760.89,,660.94,790.53,420.32,730.7,,,1630.48,2190.2,2480.5,2780.82,1320.47
12-18,0.41,10.06,30.36,50.1,,,630.77,730.15,90.37,710.29,,,680.07,790.52,440.57,680.24,,1910.29,1640.75,2210.45,2420.0,,1320.28
12-19,0.41,10.14,30.45,50.21,,270.74,630.19,720.83,90.42,,,590.92,680.47,790.99,410.91,,1270.8,1900.67,1650.47,2210.08,,,1320.29
12-20,0.39,10.17,30.45,,60.74,280.53,670.25,720.8,,,760.34,600.8,680.14,800.59,,,1280.45,1910.25,1660.85,2210.57,,2740.09,1350.67
12-21,0.37,10.21,,,60.91,290.64,690.53,720.93,,750.08,780.34,590.01,670.45,,,700.7,1290.63,1890.5,1640.98,,2320.26,2750.9,1350.23
12-22,0.4,,,50.24,60.83,320.39,670.96,,90.47,740.35,780.3,580.95,,,410.55,720.45,1270.01,1890.2,,,2370.4,2760.36,1350.58
12-23,,,30.38,50.23,60.9,300.73,,,90.55,710.45,780.41,590.05,,800.86,390.0,750.67,1280.13,,,2230.27,2400.75,2760.02,1350.74
12-24,,10.26,30.37,50.21,70.01,,,720.51,90.43,670.54,770.37,,660.86,800.6,380.54,750.88,,,1640.49,2240.99,2390.42,2750.96,1350.87
12-25,0.4,10.21,30.37,50.19,,,670.96,710.71,90.22,680.77,,,670.46,800.3,400.47,750.26,,1890.82,1630.0,2250.98,2410.34,,1360.73
12-26,0.39,10.24,30.42,50.19,,320.58,670.5,700.5,90.01,,,600.31,670.65,800.15,390.53,,1280.0,1900.0,1630.65,2240.93,,,1380.08
12-27,0.41,10.22,30.5,,70.04,320.88,690.21,690.9,,,760.46,590.33,680.37,790.59,,,1280.13,1900.73,1640.0,2260.4,,2780.61,1370.7
12-28,0.42,10.21,,,60.93,310.76,720.57,690.67,,690.37,750.95,580.58,670.34,,,750.25,1290.0,1900.3,1650.07,,2450.5,2780.9,1370.7
12-29,0.42,,,50.22,60.88,320.41,750.88,,90.03,690.45,750.51,580.26,,,380.5,760.85,1300.5,1890.0,1660.18,,2420.92,2770.45,1390.76
12-30,,,30.52,50.21,60.95,310.96,,,90.07,680.52,750.06,590.19,,800.03,370.7,760.5,1290.75,,,2280.3,2400.72,2790.0,1400.99
12-31,,,10.23,30.53,50.21,60.95,,,690.67,90.06,690.09,750.06,,670.34,800.03,370.7,760.5,,,,,,
