,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
06-20,0.54,0.6,20.9,60.0,,90.83,350.88,770.74,490.14,,,710.73,600.53,690.17,670.1,,900.95,1150.5,1880.44,2080.95,,,1240.84
06-21,0.51,0.6,20.88,,70.14,90.81,360.2,760.33,,,600.5,710.88,600.34,690.14,,,900.51,1160.47,1860.43,2060.61,,2850.39,1230.3
06-22,0.53,0.6,,,70.08,100.11,350.57,750.34,,220.58,590.73,710.48,600.01,,,490.14,910.85,1150.0,1910.5,,1900.25,2850.1,1270.8
06-23,0.5,,,60.01,70.07,110.06,370.15,,480.54,210.86,590.23,710.08,,,670.6,490.54,950.61,1140.58,,,1900.5,2860.3,1300.5
06-24,,,20.85,60.06,70.05,110.34,,,470.68,260.01,580.94,730.22,,680.08,690.66,500.04,910.01,,,2070.14,,2860.6,1300.18
06-25,,0.6,20.88,60.13,70.09,,,750.88,480.2,260.58,570.26,,580.49,680.1,690.04,490.73,,,1790.9,2050.0,1890.0,2870.22,1310.55
06-26,0.5,0.6,20.75,60.08,,,360.33,750.99,470.71,260.15,,,580.96,690.78,690.4,490.42,,1130.22,1780.27,2070.0,1870.8,,1300.72
06-27,0.48,0.59,20.8,60.05,,110.39,360.79,750.28,460.6,,,740.04,600.12,690.85,700.3,,870.0,1140.93,1830.66,2060.73,,,1340.2
06-28,0.46,0.58,20.83,,60.88,110.42,360.68,750.96,,,580.27,750.29,590.19,690.98,,,880.46,1150.72,1820.91,2050.6,,2830.94,1330.36
06-29,0.46,0.58,,,60.93,110.63,360.99,750.99,,260.67,550.93,750.16,620.56,,,470.9,900.35,1150.0,1860.5,,1890.94,2810.92,1270.99
06-30,0.48,,,60.06,60.95,110.75,360.8,,450.22,250.44,550.58,750.45,,,690.0,480.32,900.0,1200.29,,,1890.13,2820.16,1210.21
07-01,,,20.85,60.05,60.8,120.0,,,420.55,260.87,520.22,780.93,,710.2,680.56,470.92,900.8,,,2100.4,,2810.09,1260.5
07-02,,0.58,20.82,60.09,60.82,,,750.96,420.89,250.89,530.37,,630.65,710.06,690.4,470.95,,,1850.75,2070.52,1920.4,2830.17,1260.92
07-03,0.54,0.57,20.77,60.02,,,370.24,760.16,430.03,250.75,,,650.18,690.69,690.14,480.15,,1200.4,1830.5,2080.0,1930.0,,1260.89
07-04,0.55,0.58,20.79,60.0,,110.99,380.55,750.67,420.61,,,800.02,650.82,700.67,680.02,,900.73,1230.4,1830.43,2080.82,,,1270.0
07-05,0.57,0.58,20.78,,60.71,110.95,360.63,760.02,,,530.8,800.42,650.22,700.55,,,890.0,1250.01,1860.5,2080.0,,2820.5,1270.79
07-06,0.62,0.57,,,60.66,120.39,370.67,750.76,,240.23,560.09,800.58,630.56,,,460.55,880.26,1230.87,1880.0,,1960.69,2800.91,1270.0
07-07,0.64,,,60.02,60.7,120.3,390.59,,430.16,240.0,560.13,820.27,,,690.3,470.3,900.16,1250.5,,,1930.1,2810.5,1260.2
07-08,,,20.74,60.05,60.65,120.47,,,430.87,230.0,560.27,800.75,,700.66,690.02,460.67,910.51,,,2080.3,1920.6,2800.5,1260.5
07-09,,0.55,20.75,50.93,60.64,,,770.21,440.94,220.65,560.22,,640.15,690.86,680.7,480.38,,,1920.21,2080.23,1910.59,2810.01,1260.65
07-10,0.68,0.55,20.77,50.85,,,400.04,760.13,440.47,200.99,,,660.03,690.62,670.29,490.15,,1270.55,1950.05,2090.4,1930.2,,1250.71
07-11,0.66,0.52,20.7,50.82,,120.45,390.0,760.26,420.69,,,790.19,650.71,720.7,680.5,,920.7,1290.0,1910.5,2070.54,,,1210.99
07-12,0.67,0.52,20.67,,60.7,120.37,380.54,770.9,,,570.04,800.72,650.26,740.65,,,940.81,1330.99,1920.61,2050.65,,2840.61,1220.67
07-13,0.66,0.52,,,60.81,120.77,360.78,760.55,,210.8,580.53,810.71,670.02,,,490.95,960.44,1340.6,1920.46,,1920.01,2810.87,1200.36
07-14,0.66,,,50.84,60.87,120.71,370.01,,430.44,220.77,580.19,810.66,,,680.0,500.66,960.99,1340.51,,,1920.38,2790.9,1200.49
07-15,,,20.63,50.86,70.19,120.67,,,420.1,240.94,570.3,810.78,,760.11,670.41,500.7,960.0,,,2050.01,1920.93,2800.04,1220.96
07-16,,0.53,20.64,50.58,70.24,,,750.95,420.42,250.13,560.61,,660.96,760.21,670.74,500.7,,,1910.06,2040.09,1940.6,2770.78,1220.59
07-17,0.65,0.52,20.63,50.31,,,360.13,750.1,440.41,250.28,,,660.97,770.26,650.55,510.05,,1330.67,1860.95,2040.24,1950.1,,1220.5
07-18,0.64,0.51,20.61,50.45,,120.66,350.04,750.1,430.26,,,790.91,660.7,750.16,630.7,,960.5,1320.7,1840.5,2040.05,,,1220.39
07-19,0.63,0.52,20.6,,70.37,130.99,350.33,750.1,,,560.54,800.45,660.68,750.72,,,960.51,1340.72,1770.25,2030.9,,2720.19,1210.39
07-20,0.62,0.51,,,70.19,140.01,350.26,770.12,,260.19,560.14,800.32,650.27,,,500.7,970.37,1340.69,1740.1,,1950.57,2770.02,1200.28
07-21,0.62,,,50.39,70.12,140.45,350.26,,430.55,260.44,570.16,810.97,,,600.9,510.5,970.1,1330.75,,,1980.82,2760.01,1190.5
07-22,,,20.48,50.48,60.99,160.08,,,420.61,250.73,570.85,810.76,,740.9,620.71,510.65,960.4,,,2020.7,1990.1,2780.6,1220.98
07-23,,0.52,20.49,50.41,70.05,,,780.7,430.25,270.03,570.33,,610.95,740.26,610.76,500.76,,,1790.45,2020.56,1990.8,2780.34,1230.04
07-24,0.63,0.52,20.36,50.48,,,350.26,780.21,430.27,260.66,,,610.74,740.35,610.8,490.26,,1340.35,1840.0,2000.96,1990.35,,1230.84
07-25,0.63,0.52,20.32,50.5,,160.75,350.26,790.96,400.71,,,810.83,610.93,730.44,610.0,,950.2,1340.0,1820.13,2030.46,,,1250.0
07-26,0.63,0.54,20.29,,60.93,150.43,350.26,760.65,,,580.2,810.82,620.81,730.07,,,950.1,1350.21,1790.47,2020.29,,2840.95,1260.29
07-27,0.64,0.52,,,60.83,150.59,350.26,750.41,,260.7,580.63,820.4,630.89,,,480.4,940.99,1370.24,1790.85,,2000.57,2810.65,1260.0
07-28,0.65,,,50.48,60.59,150.33,350.26,,400.27,250.38,570.57,830.48,,,570.67,480.9,950.9,1360.22,,,2000.5,2830.69,1250.27
07-29,,,20.52,50.47,60.6,140.5,,,380.75,240.56,580.58,820.79,,730.07,570.17,500.51,980.8,,,2030.9,2030.0,2840.95,1250.55
07-30,,0.52,20.47,50.51,60.66,,,750.54,410.19,260.68,560.83,,640.49,730.83,570.74,500.9,,,1800.5,2040.8,2020.4,2880.7,1240.56
07-31,0.64,0.53,20.39,50.51,,,350.26,780.06,400.42,260.54,,,630.28,740.68,570.15,510.39,,1340.99,1820.42,2020.9,2040.62,,1240.2
08-01,0.64,0.53,20.37,50.46,,140.5,350.26,750.6,410.45,,,830.27,630.98,740.9,570.13,,980.41,1360.44,1800.36,1990.7,,,1220.06
08-02,0.63,0.52,20.38,,60.41,140.64,350.26,760.1,,,580.27,810.7,630.43,750.38,,,960.58,1380.9,1770.48,1940.56,,2860.55,1220.0
08-03,0.64,0.52,,,60.49,130.95,350.26,750.75,,280.04,590.61,780.95,650.33,,,500.83,970.0,1380.4,1750.0,,2090.9,2910.76,1210.27
08-04,0.65,,,50.46,60.51,150.36,380.9,,390.57,270.73,620.07,780.42,,,560.58,510.67,970.23,1380.77,,,2100.19,2900.82,1210.37
08-05,,,20.21,50.46,60.5,150.47,,,370.29,270.04,610.25,760.45,,750.74,560.25,520.76,970.51,,,1940.2,2090.5,2940.75,1170.0
08-06,,0.51,20.19,50.5,60.46,,,740.2,370.99,270.32,600.95,,660.71,730.55,520.64,510.89,,,1770.78,1970.23,2080.4,2960.31,1190.79
08-07,0.66,0.51,20.24,50.51,,,380.57,740.65,380.03,270.9,,,670.7,720.49,520.7,530.07,,1390.95,1760.65,1950.2,2100.01,,1190.55
08-08,0.66,0.5,20.32,50.36,,150.63,380.59,760.42,350.64,,,710.68,680.03,720.11,530.7,,980.45,1430.5,1690.74,1960.9,,,1180.91
08-09,0.66,0.51,20.3,,60.45,150.24,400.17,730.77,,,610.88,730.24,680.56,730.1,,,990.0,1410.9,1700.0,1940.83,,3010.08,1200.05
08-10,0.66,0.52,,,60.44,150.56,400.27,710.27,,270.73,590.91,690.82,670.37,,,530.95,980.0,1410.0,1620.86,,2100.0,3040.97,1190.78
08-11,0.65,,,50.43,60.4,150.32,400.9,,370.11,260.92,580.51,700.51,,,570.1,520.9,990.39,1410.8,,,2160.02,3040.23,1180.0
08-12,,,20.33,50.41,60.43,150.27,,,390.5,270.51,580.53,710.15,,730.14,560.1,530.18,980.8,,,1950.33,2190.51,3030.3,1190.09
08-13,,0.52,20.33,50.46,60.56,,,720.49,380.14,270.72,570.98,,670.18,740.09,560.96,530.43,,,1620.34,1950.2,2200.22,3030.48,1180.75
08-14,0.67,0.52,20.34,50.52,,,410.41,710.86,380.02,270.06,,,670.87,740.71,560.57,540.1,,1410.67,1630.42,1910.26,2190.02,,1180.41
08-15,0.65,0.51,20.35,50.5,,150.52,410.19,690.7,390.02,,,730.45,670.33,720.53,570.09,,990.13,1410.5,1610.4,1880.71,,,1190.13
08-16,0.63,0.51,20.38,,60.53,160.45,410.77,660.79,,,570.21,710.66,670.54,720.06,,,990.31,1410.72,1640.3,1880.0,,3040.2,1200.6
08-17,0.63,0.51,,,60.5,170.55,420.18,690.93,,260.2,570.69,720.38,670.32,,,530.34,980.95,1400.98,1620.25,,2170.4,3080.87,1190.95
08-18,0.64,,,50.53,60.39,170.78,400.62,,390.3,260.72,560.81,680.41,,,560.8,530.23,980.85,1380.74,,,2150.85,3100.15,1210.73
08-19,,,20.54,50.54,60.43,180.43,,,360.89,260.81,550.94,660.24,,720.88,560.97,510.66,980.4,,,1900.29,2180.66,3080.3,1200.65
08-20,,0.51,20.64,50.5,60.45,,,690.01,360.97,270.15,550.41,,660.83,710.75,570.79,520.5,,,1640.92,1890.66,2140.3,3030.77,1190.63
08-21,0.64,0.52,20.77,50.53,,,410.06,670.57,370.0,270.78,,,680.91,710.61,590.17,500.75,,1400.9,1640.81,1900.5,2170.87,,1190.77
08-22,0.65,0.53,20.78,50.5,,190.51,410.57,680.39,370.3,,,670.08,680.6,720.48,570.96,,990.15,1410.83,1620.12,1920.57,,,1210.39
08-23,0.65,0.53,20.79,,60.46,190.75,410.6,690.23,,,550.75,660.16,690.52,720.39,,,1000.8,1430.5,1560.66,1910.1,,3060.76,1250.39
08-24,0.66,0.53,,,60.45,190.75,400.77,690.06,,290.38,540.13,650.55,690.63,,,490.84,1000.3,1470.24,1570.85,,2180.5,3030.79,1230.17
08-25,0.67,,,50.53,60.46,190.84,410.14,,350.32,290.13,530.22,650.86,,,580.75,510.36,1020.8,1490.7,,,2160.48,3030.7,1230.4
08-26,,,20.65,50.53,60.57,190.07,,,330.06,290.03,540.99,650.01,,720.15,570.95,520.06,1040.09,,,1910.14,2160.82,3020.64,1240.98
08-27,,0.53,20.72,50.59,60.68,,,690.66,320.31,280.0,550.27,,690.6,700.53,580.1,530.53,,,1610.35,1910.0,2160.6,3070.47,1240.68
08-28,0.66,0.54,20.7,50.69,,,410.08,690.0,330.65,280.49,,,700.67,690.74,550.85,530.98,,1500.75,1600.61,1920.46,2150.2,,1240.95
08-29,0.68,0.56,20.63,50.72,,190.15,420.65,690.18,320.86,,,680.36,690.68,690.93,550.13,,1030.6,1490.95,1600.53,1930.6,,,1250.2
08-30,0.67,0.56,20.64,,60.66,190.2,420.81,690.1,,,550.39,680.56,680.16,690.81,,,1020.45,1540.0,1560.96,1940.89,,3080.88,1240.6
08-31,0.68,0.55,,,60.78,190.09,420.35,700.22,,270.83,550.8,710.03,680.31,,,540.34,1010.97,1570.98,1590.49,,2150.49,3080.65,1280.32
09-01,0.66,,,50.74,60.77,190.19,410.21,,330.1,280.64,570.25,710.05,,,540.65,530.56,1030.32,1570.8,,,2160.75,3130.23,1320.0
09-02,,,20.6,50.85,60.76,190.44,,,340.24,280.24,570.68,690.12,,690.62,550.09,540.32,1040.15,,,1970.53,2130.88,3090.3,1350.9
09-03,,0.56,20.59,50.95,60.9,,,700.4,330.03,290.54,580.09,,690.73,700.4,580.64,530.53,,,1580.53,1960.49,2100.17,3090.98,1360.44
09-04,0.67,0.57,20.62,60.02,,,420.35,690.52,310.04,300.63,,,680.94,700.25,590.39,530.31,,1580.35,1560.59,1980.0,2120.32,,1370.05
09-05,0.67,0.56,20.56,50.9,,190.33,430.41,680.14,290.51,,,670.18,680.55,710.39,600.68,,1050.97,1590.35,1550.23,2000.5,,,1340.4
09-06,0.67,0.56,20.58,,60.92,180.49,420.85,680.82,,,580.12,670.79,700.03,700.5,,,1070.96,1580.0,1520.2,2010.0,,3100.32,1300.12
09-07,0.66,0.55,,,60.9,170.84,410.42,660.36,,320.45,570.09,700.74,690.96,,,530.16,1100.9,1610.43,1510.77,,2130.0,3070.96,1290.16
09-08,0.65,,,50.79,60.87,180.99,410.62,,300.57,360.76,590.53,710.54,,,600.33,530.38,1090.07,1620.0,,,2100.75,3130.29,1270.8
09-09,,,20.57,50.78,60.92,190.13,,,270.05,370.49,600.52,690.49,,730.5,610.6,530.89,1070.66,,,1990.89,2100.92,3090.28,1300.98
09-10,,0.55,20.65,50.79,60.93,,,660.47,230.97,360.19,600.29,,700.25,750.7,610.16,530.7,,,1480.36,2030.55,2120.99,3090.83,1290.7
09-11,0.65,0.55,20.7,50.82,,,390.88,660.93,220.4,370.1,,,700.55,740.68,590.68,530.5,,1620.37,1440.97,2060.8,2130.7,,1290.74
09-12,0.64,0.52,20.87,50.87,,180.83,400.76,660.49,220.73,,,660.52,700.63,740.68,590.2,,1070.51,1600.48,1480.34,2060.2,,,1310.54
09-13,0.62,0.52,20.93,,60.95,180.81,410.19,670.5,,,600.9,660.33,700.18,740.5,,,1060.97,1590.63,1550.05,2050.61,,3090.97,1300.12
09-14,0.63,0.51,,,70.17,180.66,410.63,670.14,,370.21,600.32,650.38,760.18,,,540.58,1060.93,1590.24,1590.5,,2170.81,3100.22,1310.4
09-15,0.62,,,50.85,70.12,180.65,410.67,,210.03,370.95,600.07,650.68,,,580.8,540.47,1070.31,1600.1,,,2210.54,3160.35,1320.09
09-16,,,20.87,50.85,70.09,190.0,,,150.04,380.12,590.47,650.57,,760.9,600.39,560.17,1060.06,,,2070.1,2220.3,3090.8,1300.52
09-17,,0.51,20.8,50.81,70.09,,,660.27,140.11,360.88,580.87,,730.19,770.32,600.29,560.56,,,1590.12,2060.6,2220.15,3110.52,1300.83
09-18,0.58,0.51,20.81,50.78,,,420.23,670.32,140.11,360.96,,,720.71,760.41,590.27,560.37,,1590.25,1630.9,2060.81,2210.78,,1300.3
09-19,0.59,0.51,20.76,50.75,,190.16,420.47,690.72,220.18,,,650.17,700.41,780.0,580.0,,1070.0,1570.5,1650.41,2070.05,,,1300.27
09-20,0.59,0.5,20.79,,70.11,190.86,420.06,680.65,,,590.72,660.35,700.19,770.97,,,1070.29,1580.61,1650.7,2060.42,,3080.3,1210.45
09-21,0.57,0.49,,,70.15,190.85,410.51,680.22,,350.01,590.91,650.58,700.38,,,560.94,1080.45,1580.6,1650.5,,2160.77,3060.97,1160.12
09-22,0.5,,,50.7,70.01,190.58,400.56,,230.23,360.89,590.25,590.27,,,570.15,560.0,1110.47,1570.35,,,2200.35,3100.01,1190.23
09-23,,,20.79,50.73,70.03,190.38,,,220.56,360.9,590.62,560.81,,760.8,570.86,550.6,1090.38,,,2030.44,2210.2,3100.38,1140.47
09-24,,0.49,20.83,50.73,70.08,,,680.18,240.4,360.16,610.17,,690.89,760.3,580.59,550.18,,,1690.85,2020.43,2190.69,3080.77,
09-25,0.57,0.48,20.85,50.69,,,390.47,660.63,260.28,360.54,,,690.29,770.67,580.63,570.25,,1580.25,1660.7,2030.0,2200.29,,
09-26,0.54,0.48,20.89,50.74,,190.33,400.4,680.77,250.0,,,560.08,660.08,770.9,580.62,,1090.26,1580.37,1670.26,2020.9,,,1040.09
09-27,0.57,0.48,20.86,,70.09,190.64,400.96,690.03,,,600.16,570.45,660.78,750.7,,,1080.75,1580.03,1710.2,2010.25,,3130.5,1080.51
09-28,0.56,0.49,,,70.4,190.63,410.95,690.44,,370.41,590.81,560.03,660.23,,,570.44,1090.2,1560.06,1710.05,,2210.39,3090.77,1060.61
09-29,0.56,,,50.76,70.35,190.46,410.94,,230.89,370.55,600.23,570.93,,,570.3,560.87,1090.0,1550.7,,,2190.47,3090.44,1050.23
09-30,,,20.82,50.77,70.42,190.55,,,240.8,370.0,610.13,540.53,,750.08,570.75,580.05,1050.82,,,2010.0,2210.69,3170.26,1050.66
10-01,,0.48,20.84,50.86,70.5,,,680.05,230.71,360.95,620.02,,680.19,760.3,560.52,560.88,,,1700.9,2010.44,2210.52,3160.08,
10-02,0.58,0.48,20.85,50.9,,,420.23,720.11,220.18,360.38,,,680.2,750.4,550.3,570.25,,1570.94,1670.85,1970.62,2010.24,,
10-03,0.6,0.48,30.01,50.85,,190.63,410.34,700.73,210.59,,,530.2,670.38,750.54,550.37,,1080.55,1570.67,1660.8,1990.26,,,1090.55
10-04,0.57,0.49,30.05,,70.46,190.64,410.65,690.42,,,620.58,480.8,660.78,760.44,,,1070.82,1590.15,1610.33,1980.31,,3190.34,1070.09
10-05,0.57,0.49,,,70.43,190.29,420.76,700.06,,360.67,630.63,470.72,670.77,,,580.4,1080.68,1600.37,1620.5,,2020.14,3330.23,1040.85
10-06,0.55,,,50.9,70.48,170.69,420.54,,160.21,370.91,630.35,490.46,,,570.3,580.95,1110.01,1600.25,,,2020.42,3360.3,1050.32
10-07,,,30.06,50.95,70.63,170.23,,,160.51,380.03,630.34,510.16,,760.26,560.5,610.8,1110.22,,,2000.35,2000.74,3390.39,990.33
10-08,,0.48,30.02,60.24,70.62,,,700.47,140.02,400.27,630.33,,670.73,770.7,550.45,640.24,,,1650.5,1980.79,2000.87,3430.43,
10-09,0.57,0.49,30.0,60.32,,,430.09,710.69,140.05,410.37,,,670.49,770.45,550.65,660.0,,1600.38,1660.51,2000.46,1990.8,,
10-10,0.56,0.51,20.98,60.32,,180.41,430.39,700.39,140.05,,,520.63,670.21,780.86,550.5,,1130.4,1580.19,1640.43,2010.22,,,1030.2
10-11,0.5,0.52,30.0,,70.76,190.06,430.19,710.56,,,630.79,530.2,670.31,780.65,,,1130.9,1590.6,1620.1,2020.75,,3560.0,1030.7
10-12,0.52,0.52,,,70.42,170.97,450.11,710.05,,430.66,640.06,550.53,660.44,,,650.75,1120.32,1580.7,1660.75,,1980.01,3460.61,1020.91
10-13,0.5,,,60.4,70.44,170.49,460.99,,130.16,410.45,650.52,550.26,,,560.21,650.55,1100.65,1600.0,,,1950.25,3460.45,1030.07
10-14,,,20.95,60.51,70.43,170.1,,,150.46,420.41,650.37,580.73,,780.59,560.08,650.75,1100.6,,,2010.5,1980.5,3450.3,1030.73
10-15,,0.53,30.05,60.48,70.44,,,720.15,130.52,410.16,650.5,,660.62,790.85,550.2,670.25,,,1650.42,2010.7,1940.72,3410.5,1040.54
10-16,0.55,0.54,30.09,60.5,,,460.52,710.35,110.63,390.92,,,670.44,800.0,530.81,670.99,,1630.95,1680.69,2030.29,1920.99,,1040.28
10-17,0.56,0.54,30.14,60.49,,170.23,450.73,710.69,110.32,,,580.45,680.78,790.4,550.4,,1100.19,1620.32,1650.91,2050.05,,,1080.3
10-18,0.5,0.54,30.16,,70.56,170.18,460.35,700.37,,,660.86,580.63,690.58,810.15,,,1100.92,1620.0,1630.35,2080.0,,3330.03,1060.43
10-19,0.54,0.55,,,70.57,160.54,460.37,710.66,,420.05,670.04,590.96,690.3,,,650.8,1110.86,1590.01,1590.99,,1930.87,3390.92,1070.4
10-20,0.57,,,60.43,70.34,160.54,470.92,,110.29,410.75,680.19,600.95,,,550.28,650.23,1110.37,1600.87,,,1960.89,3380.4,1100.48
10-21,,,30.21,60.27,70.39,160.73,,,110.25,420.31,700.6,610.95,,820.25,570.3,630.86,1110.75,,,2070.66,1970.65,3340.25,1130.7
10-22,,0.55,30.24,60.16,70.45,,,690.88,100.31,410.68,700.93,,690.65,820.62,560.78,640.19,,,1560.6,2120.14,1960.56,3330.0,1130.14
10-23,0.57,0.56,30.23,60.2,,,500.56,700.93,90.8,410.62,,,670.9,800.85,560.4,660.75,,1590.89,1580.69,2130.55,1990.6,,1140.1
10-24,0.57,0.56,30.2,60.26,,170.25,490.39,710.59,70.85,,,630.28,670.44,800.37,560.5,,1120.2,1600.0,1630.19,2170.0,,,1130.35
10-25,0.57,0.56,30.22,,70.36,160.93,490.95,710.81,,,700.8,610.37,670.39,810.1,,,1120.82,1580.79,1600.8,2150.0,,3380.51,1180.21
10-26,0.56,0.56,,,70.43,170.67,490.45,720.95,,410.87,700.15,620.64,660.55,,,670.26,1110.48,1590.21,1560.24,,1980.93,3370.87,1180.4
10-27,0.57,,,60.02,70.56,170.36,490.89,,70.85,430.13,690.02,630.93,,,570.26,650.2,1120.11,1600.0,,,1970.05,3350.92,1200.37
10-28,,,30.24,60.09,70.45,170.78,,,70.97,410.56,690.09,640.28,,810.5,570.9,670.05,1120.44,,,2130.3,1930.2,3290.6,1210.38
10-29,,0.55,30.2,50.81,70.73,,,730.31,90.4,460.19,690.88,,660.22,820.64,570.56,670.06,,,1610.3,2150.41,1940.77,3220.38,1220.59
10-30,0.55,0.56,30.23,50.44,,,480.45,720.29,120.2,430.95,,,660.05,820.55,560.65,680.49,,1600.41,1610.2,2150.4,1930.6,,1220.62
10-31,0.56,0.56,30.38,50.65,,180.14,490.48,730.06,120.23,,,630.84,660.05,820.83,560.9,,1110.59,1580.52,1630.3,2120.55,,,1200.56
11-01,0.57,0.57,30.41,,70.63,180.02,500.61,720.61,,,700.54,590.92,650.84,830.65,,,1100.22,1590.7,1630.23,2140.38,,3320.99,1200.9
11-02,0.57,0.58,,,70.57,190.53,500.03,720.63,,450.05,700.72,610.47,660.35,,,690.45,1070.6,1590.7,1650.67,,1950.31,3310.51,1190.5
11-03,0.57,,,50.85,70.51,190.51,500.55,,120.89,430.41,700.68,630.26,,,560.18,690.95,1060.52,1600.5,,,2000.85,3350.02,1190.28
11-04,,,30.45,50.81,70.57,190.51,,,120.89,430.41,700.68,630.26,,830.65,560.18,690.95,1060.52,,,,,,1190.53
11-05,,0.59,30.39,50.81,70.74,,,720.63,130.09,440.07,700.68,,660.35,820.0,550.07,700.35,,,,2160.57,2050.95,3270.66,1190.36
11-06,0.57,0.58,30.39,50.79,,,500.55,730.44,120.01,470.03,,,660.07,830.1,540.3,680.5,,1600.5,1690.49,2170.0,2040.63,,1190.84
11-07,0.57,0.58,30.39,50.79,,190.99,510.79,730.05,120.53,,,640.4,640.97,830.6,550.99,,1060.4,1710.4,1730.8,2180.33,,,1250.4
11-08,0.57,0.59,30.39,,70.74,190.73,520.17,730.01,,,710.27,650.59,620.86,820.81,,,1060.76,1780.45,1730.3,2170.5,,3250.52,1240.92
11-09,0.54,0.61,,,70.85,190.7,530.73,720.35,,520.29,710.25,620.6,620.24,,,670.95,1100.48,1910.06,1690.88,,2150.11,3260.5,1210.6
11-10,0.54,,,50.79,70.77,190.76,540.81,,130.71,530.37,690.91,630.53,,,570.16,680.06,1110.8,1900.1,,,2190.5,3180.58,1300.41
11-11,,,30.45,50.72,70.77,190.92,,,110.83,520.03,680.7,630.9,,820.3,560.85,670.5,1130.49,,,2170.75,2220.0,3240.15,1310.0
11-12,,0.61,30.44,50.58,70.77,,,730.14,110.83,520.1,680.1,,620.55,830.01,550.71,680.3,,,1710.11,2170.53,2230.86,3160.7,1310.39
11-13,0.51,0.63,30.4,50.54,,,560.8,720.8,110.33,530.43,,,610.11,820.14,540.2,690.37,,1880.19,1710.5,2150.04,2190.46,,1310.7
11-14,0.53,0.62,30.39,50.48,,200.61,560.05,730.16,110.29,,,630.91,620.04,830.2,530.35,,1130.21,1890.65,1730.63,2150.79,,,1340.5
11-15,0.53,0.62,30.4,,70.82,210.25,560.41,730.31,,,700.3,630.43,620.65,830.0,,,1110.65,1900.0,1730.49,2160.4,,3150.89,1300.61
11-16,0.52,0.63,,,70.8,210.24,580.3,720.25,,540.97,680.04,630.15,620.07,,,710.3,1110.65,1850.6,1730.4,,2240.43,3100.58,1340.33
11-17,0.53,,,50.36,70.8,220.13,580.83,,100.42,530.82,690.5,620.61,,,520.88,750.0,1100.28,1860.04,,,2240.16,3110.48,1330.35
11-18,,,30.4,50.17,70.92,220.0,,,110.05,530.88,710.48,620.32,,830.89,540.25,760.1,1110.25,,,2150.55,2230.11,3090.1,1320.66
11-19,,0.64,30.38,50.11,70.8,,,700.88,100.81,520.4,700.96,,630.35,840.47,530.52,760.5,,,1710.9,2150.15,2200.6,3020.0,1320.17
11-20,0.52,0.65,30.43,50.17,,,570.87,700.02,100.27,530.84,,,630.35,850.35,530.97,770.24,,1850.6,1690.0,2150.0,2210.0,,1310.47
11-21,0.51,0.65,30.45,50.18,,220.8,580.5,680.51,100.02,,,590.28,640.36,850.0,540.92,,1110.95,1920.1,1720.0,2140.98,,,1300.35
11-22,0.49,0.68,30.44,,70.78,220.71,580.11,670.96,,,710.06,580.67,630.95,850.55,,,1130.81,1920.3,1720.9,2160.16,,2880.7,1310.38
11-23,0.48,0.69,,,70.63,220.59,570.94,690.0,,530.88,690.9,590.35,640.88,,,790.6,1140.5,1880.7,1710.3,,2210.44,3030.95,1310.4
11-24,0.48,,,50.16,70.52,220.84,570.66,,100.98,530.81,720.17,580.51,,,540.21,760.35,1180.24,1920.3,,,2240.89,2980.89,1310.36
11-25,,,30.48,50.21,70.39,220.91,,,100.48,540.12,740.44,600.09,,850.61,530.94,780.45,1180.0,,,2160.66,2290.1,2960.2,1310.19
11-26,,0.68,30.44,50.2,70.39,,,700.33,100.02,510.04,730.95,,640.99,850.0,530.58,770.89,,,1660.5,2150.4,2290.25,2860.0,1310.17
11-27,0.48,0.7,30.44,50.24,,,570.96,690.78,100.24,510.56,,,650.02,850.16,520.97,770.8,,1900.86,1670.29,2130.29,2290.64,,1310.25
11-28,0.48,0.71,30.47,50.36,,230.03,560.65,700.04,90.91,,,640.27,640.87,850.1,520.25,,1170.03,1920.5,1670.4,2130.54,,,1300.43
11-29,0.46,0.73,30.52,,70.38,230.12,570.57,700.66,,,730.68,640.13,650.88,840.7,,,1150.7,1890.63,1710.5,2120.5,,2940.95,1310.19
11-30,0.41,0.77,,,70.45,230.81,560.98,720.94,,560.35,740.31,670.42,660.47,,,760.2,1160.08,1840.53,1690.0,,2290.35,2910.82,1310.54
12-01,0.4,,,50.36,70.25,240.7,560.97,,90.54,560.18,750.27,670.87,,,520.25,740.5,1150.4,1840.55,,,2340.33,2960.3,1310.76
12-02,,,30.51,50.41,70.18,250.15,,,90.44,570.45,750.2,680.66,,840.61,510.73,740.5,1160.62,,,2130.35,2380.4,2970.87,1310.39
12-03,,0.78,30.44,50.43,60.98,,,720.96,90.16,570.78,740.54,,670.13,820.77,510.99,750.0,,,1730.5,2110.76,2390.39,2950.51,1300.99
12-04,0.41,0.81,30.42,50.38,,,560.74,720.43,90.0,580.25,,,660.54,820.0,510.3,720.81,,1840.2,1720.54,2120.89,2440.67,,1300.86
12-05,0.45,0.81,30.44,50.33,,250.33,550.77,730.3,80.91,,,690.08,670.74,800.15,500.35,,1180.06,1850.2,1700.1,2110.23,,,1360.4
12-06,0.45,0.89,30.48,,60.95,250.0,580.4,730.87,,,750.59,650.82,670.33,810.1,,,1160.5,1850.4,1670.8,2140.0,,2870.1,1350.6
