,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
08-10,,,,,,,199.91,206.33,,201.03,202.86,196.17,200.6,,,236.85,326.6,305.0,433.25,,366.85,562.55,339.5
08-11,,,,,,,201.22,,212.23,191.97,199.31,194.08,,,221.38,235.5,325.05,303.95,,,371.15,561.8,333.0
08-12,,,,,,,,,218.32,194.15,200.11,202.25,,235.18,221.65,240.0,330.85,,,402.4,377.7,565.9,336.2
08-13,,,,,,,,210.04,209.99,195.63,200.17,,202.86,236.81,225.99,243.9,,,437.2,405.3,389.35,558.55,334.85
08-14,,,,,,,198.18,209.06,211.62,189.55,,,204.16,238.01,226.3,246.6,,305.0,431.3,400.15,388.0,,335.15
08-15,,,,,,,199.14,206.81,216.16,,,207.39,200.3,233.41,225.0,,339.0,304.9,428.55,404.25,,,335.9
08-16,,,,,,,201.0,202.28,,,200.83,206.45,201.72,230.89,,,343.5,302.05,422.3,404.75,,564.4,348.0
08-17,,,,,,,199.41,206.84,,179.7,203.58,211.31,200.9,,,245.15,345.55,301.75,425.8,,387.25,555.0,344.1
08-18,,,,,,,199.15,,216.39,179.02,202.22,203.61,,,224.68,243.25,351.85,300.05,,,391.8,546.95,346.4
08-19,,,,,,,,,201.71,178.75,201.51,199.08,,230.13,227.4,241.05,349.05,,,404.0,387.3,537.8,344.8
08-20,,,,,,,,206.37,203.41,186.81,200.15,,198.48,227.42,231.54,240.7,,,427.0,407.9,379.95,534.0,344.35
08-21,,,,,,,198.0,203.74,201.68,200.0,,,201.7,229.26,233.0,235.25,,301.1,434.0,410.4,382.15,,345.65
08-22,,,,,,,199.39,207.43,199.45,,,199.94,199.96,233.89,230.03,,351.75,300.95,437.3,406.0,,,349.6
08-23,,,,,,,199.69,206.55,,,199.07,198.36,200.76,235.43,,,351.0,303.2,430.0,405.6,,544.85,356.0
08-24,,,,,,,199.59,205.5,,204.71,195.58,201.9,199.54,,,227.25,350.2,301.0,428.1,,388.5,545.0,358.2
08-25,,,,,,,202.0,,190.33,206.64,194.49,199.23,,,231.69,235.4,348.2,301.5,,,393.45,538.5,355.6
08-26,,,,,,,,,190.7,203.77,196.02,205.81,,235.22,229.22,240.0,350.55,,,405.7,397.25,531.7,361.5
08-27,,,,,,,,207.07,192.94,197.39,197.18,,200.17,234.76,231.69,245.5,,,434.75,406.5,390.65,537.8,363.0
08-28,,,,,,,201.45,206.49,205.97,202.96,,,198.6,238.89,228.99,246.35,,300.95,436.0,404.8,379.45,,363.8
08-29,,,,,,,200.83,207.03,209.68,,,220.93,197.41,243.31,226.0,,350.6,301.0,440.5,406.25,,,367.3
08-30,,,,,,,199.27,205.69,,,196.06,224.26,196.36,246.82,,,348.0,307.0,437.0,406.95,,539.3,361.3
08-31,,,,,,,197.63,212.01,,198.22,195.88,227.74,193.09,,,245.1,344.7,304.0,435.7,,371.85,533.6,368.0
09-01,,,,,,,200.06,,217.1,201.19,200.04,231.3,,,229.0,242.7,341.3,304.1,,,372.3,541.55,373.5
09-02,,,,,,,,,214.16,197.04,201.51,227.3,,244.81,230.5,249.0,349.9,,,412.0,373.1,550.7,385.1
09-03,,,,,,,,210.75,207.63,200.2,202.44,,197.02,245.0,236.13,249.15,,,438.75,410.4,366.95,555.4,384.0
09-04,,,,,,,199.0,209.62,198.09,197.83,,,197.37,249.05,236.54,244.35,,302.6,439.35,414.65,370.9,,385.75
09-05,,,,,,,201.38,210.04,197.93,,,221.73,194.82,259.74,238.0,,353.6,302.85,434.5,418.3,,,385.1
09-06,,,,,,,201.15,212.75,,,202.6,221.93,198.96,264.0,,,358.0,303.0,436.05,422.9,,550.7,375.7
09-07,,,,,,,200.8,208.71,,202.72,199.07,228.74,200.72,,,246.4,364.0,306.0,439.55,,371.0,547.3,375.95
09-08,,,,,,,202.17,,209.23,210.35,203.07,228.42,,,234.02,248.05,364.75,314.95,,,367.8,555.9,374.4
09-09,,,,,,,,,189.24,211.75,206.05,221.67,,262.5,234.55,249.5,362.4,,,423.9,371.05,541.9,378.0
09-10,,,,,,,,208.49,189.23,209.43,205.72,,202.0,258.44,234.9,247.2,,,449.45,418.0,368.9,543.3,377.2
09-11,,,,,,,199.81,209.91,183.95,212.91,,,202.92,256.45,230.01,245.9,,314.2,448.8,416.1,371.45,,376.9
09-12,,,,,,,200.58,209.84,184.74,,,218.01,203.46,258.21,233.2,,367.0,314.6,444.9,412.05,,,379.4
09-13,,,,,,,200.72,212.54,,,205.65,216.43,203.38,258.2,,,363.9,314.75,442.4,410.05,,559.4,373.4
09-14,,,,,,,201.0,215.03,,212.61,203.57,215.81,212.64,,,246.0,367.15,319.3,441.35,,372.6,557.25,375.75
09-15,,,,,,,203.07,,169.05,224.14,200.17,217.24,,,232.19,246.0,367.9,319.7,,,384.6,568.1,367.3
09-16,,,,,,,,,132.2,224.63,205.39,213.56,,262.81,240.5,251.5,360.85,,,429.7,384.3,576.45,359.05
09-17,,,,,,,,213.57,120.4,226.54,201.69,,212.3,264.94,237.34,252.85,,,441.3,428.1,379.1,567.1,358.95
09-18,,,,,,,205.28,214.59,120.4,227.3,,,209.21,262.96,238.76,256.0,,318.0,440.4,426.0,378.75,,357.5
09-19,,,,,,,207.09,219.95,190.7,,,209.19,208.57,265.47,233.5,,361.2,313.0,437.85,427.0,,,358.25
09-20,,,,,,,215.3,216.87,,,203.42,214.03,213.32,263.06,,,358.8,315.0,438.7,428.3,,552.5,330.9
09-21,,,,,,,207.55,217.2,,222.59,203.35,209.3,211.85,,,249.1,360.0,316.7,440.4,,365.75,564.5,312.55
09-22,,,,,,,205.0,,192.68,226.77,201.17,192.77,,,230.0,244.8,360.45,316.7,,,372.55,586.0,315.5
09-23,,,,,,,,,198.88,225.78,201.94,183.99,,259.62,232.79,237.0,356.05,,,428.75,373.2,598.25,296.7
09-24,,,,,,,,214.91,200.08,221.51,201.83,,209.54,259.5,232.36,237.25,,,447.05,425.5,377.3,614.0,
09-25,,,,,,,202.09,210.91,190.56,221.55,,,208.87,262.04,231.2,238.4,,321.55,460.0,424.5,380.45,,
09-26,,,,,,,204.56,212.92,189.64,,,187.74,204.18,263.11,232.39,,350.35,323.45,458.5,422.55,,,257.9
09-27,,,,,,,207.45,213.82,,,200.73,193.65,207.75,265.4,,,341.0,324.5,478.0,422.5,,627.85,266.95
09-28,,,,,,,212.45,213.46,,230.35,198.18,190.07,210.72,,,236.65,341.3,321.9,493.0,,384.6,617.85,263.0
09-29,,,,,,,211.54,,176.63,228.87,200.58,196.46,,,229.0,239.7,349.2,318.95,,,384.2,618.9,256.05
09-30,,,,,,,,,171.32,226.72,203.71,189.84,,262.81,232.0,242.95,342.8,,,419.3,383.4,614.35,264.05
10-01,,,,,,,,209.67,165.79,228.51,210.37,,213.13,263.53,230.0,237.9,,,494.05,420.65,385.0,618.45,
10-02,,,,,,,212.05,216.16,153.99,220.71,,,210.79,260.25,226.37,234.6,,315.0,491.4,417.55,380.5,,
10-03,,,,,,,208.37,212.01,143.22,,,186.34,209.89,260.0,227.73,,346.0,316.15,512.0,413.1,,,287.9
10-04,,,,,,,209.48,211.98,,,213.26,175.15,208.17,262.2,,,346.6,318.3,508.2,415.0,,631.7,283.75
10-05,,,,,,,212.13,213.81,,219.9,214.45,175.03,212.26,,,244.0,341.7,319.95,503.0,,390.7,655.25,283.0
10-06,,,,,,,213.06,,109.07,231.1,210.68,186.14,,,232.07,248.5,343.4,320.6,,,393.7,646.0,286.8
10-07,,,,,,,,,105.89,231.52,208.7,191.95,,262.45,231.3,251.15,341.5,,,418.5,388.35,647.95,269.0
10-08,,,,,,,,212.55,90.37,242.84,207.94,,211.48,263.0,227.5,253.0,,,479.45,419.5,391.75,631.0,
10-09,,,,,,,213.17,213.56,107.45,248.7,,,212.24,262.6,228.47,267.0,,319.1,473.1,421.15,386.2,,
10-10,,,,,,,213.35,212.08,107.45,,,198.04,210.31,264.97,222.3,,361.0,319.3,468.75,409.0,,,277.85
10-11,,,,,,,212.19,214.88,,,212.96,191.86,210.69,265.5,,,362.05,320.5,462.55,411.65,,641.55,287.3
10-12,,,,,,,211.9,213.32,,254.87,213.14,198.09,208.29,,,263.0,363.15,319.15,465.1,,384.3,638.65,292.0
10-13,,,,,,,213.96,,94.84,242.54,212.81,195.06,,,225.53,262.5,359.4,320.0,,,379.5,632.85,298.8
10-14,,,,,,,,,108.96,244.03,211.25,199.82,,265.02,230.3,260.85,353.85,,,413.4,385.9,640.45,299.55
10-15,,,,,,,,216.05,101.78,246.04,208.56,,207.8,265.49,226.61,258.4,,,462.05,411.65,381.1,645.45,300.0
10-16,,,,,,,213.0,218.41,95.57,241.74,,,210.06,261.22,224.15,253.4,,324.85,468.7,414.95,384.0,,301.2
10-17,,,,,,,218.46,220.69,99.21,,,194.85,213.32,257.0,228.69,,348.0,328.0,467.85,417.65,,,313.45
10-18,,,,,,,225.25,216.86,,,209.93,196.95,219.47,261.4,,,345.75,326.1,466.6,415.0,,639.25,305.45
10-19,,,,,,,226.3,215.99,,248.3,208.82,195.0,214.2,,,251.5,345.1,321.55,467.0,,382.45,643.0,307.95
10-20,,,,,,,224.87,,104.24,245.68,209.6,195.17,,,227.2,250.75,342.8,321.8,,,382.95,643.7,310.85
10-21,,,,,,,,,106.75,247.34,218.66,200.19,,260.25,228.24,251.8,344.3,,,413.75,384.95,633.3,311.3
10-22,,,,,,,,210.21,103.54,245.81,217.41,,219.75,259.9,225.4,253.4,,,465.3,417.4,382.1,634.5,313.25
10-23,,,,,,,223.01,211.79,98.2,246.03,,,225.77,254.46,224.2,253.5,,316.5,455.0,420.0,380.4,,313.9
10-24,,,,,,,222.87,211.91,85.25,,,208.46,234.54,251.2,225.88,,347.75,316.8,463.5,420.5,,,313.6
10-25,,,,,,,228.78,214.14,,,216.98,207.08,231.92,252.0,,,348.7,312.7,458.4,421.35,,655.05,332.4
10-26,,,,,,,232.6,218.63,,244.28,218.23,214.82,231.61,,,250.5,347.6,311.15,453.3,,375.6,650.8,340.65
10-27,,,,,,,233.5,,85.25,240.35,213.97,221.91,,,227.9,251.5,346.7,322.0,,,373.55,638.4,343.85
10-28,,,,,,,,,85.61,226.91,213.85,225.07,,253.76,229.6,253.8,349.9,,,421.4,351.75,641.25,341.8
10-29,,,,,,,,219.68,97.21,232.0,215.78,,230.98,253.7,233.45,255.45,,,458.5,429.2,351.8,636.1,343.05
10-30,,,,,,,232.35,217.07,121.37,222.2,,,232.24,249.97,235.96,258.1,,321.0,453.7,432.65,351.1,,343.05
10-31,,,,,,,229.39,216.68,124.54,,,218.15,232.77,254.47,239.9,,347.65,318.7,460.45,426.0,,,333.9
11-01,,,,,,,231.2,215.29,,,217.85,210.71,246.51,252.25,,,354.8,323.1,460.0,434.4,,641.9,332.35
11-02,,,,,,,228.81,215.14,,226.34,217.68,218.65,249.42,,,262.2,348.15,318.5,459.6,,357.2,630.2,333.7
11-03,,,,,,,231.07,,126.91,216.89,216.8,219.03,,,240.3,270.65,342.0,317.8,,,375.4,619.75,335.0
11-04,,,,,,,,,126.91,216.89,216.8,219.03,,252.25,240.3,270.65,342.0,,,,,,337.25
11-05,,,,,,,,215.14,126.21,224.27,216.8,,249.42,249.07,239.88,270.0,,,,451.4,384.35,626.25,337.95
11-06,,,,,,,231.07,223.92,117.98,223.97,,,246.79,249.0,239.21,264.75,,317.8,482.45,454.5,382.8,,339.0
11-07,,,,,,,232.2,225.31,113.05,,,226.82,245.04,248.7,239.02,,341.0,329.95,484.1,463.5,,,356.7
11-08,,,,,,,231.99,226.81,,,220.72,226.71,240.5,245.81,,,340.5,333.05,475.0,454.25,,631.7,351.95
11-09,,,,,,,238.09,221.48,,238.22,223.54,221.08,242.0,,,262.4,347.6,336.9,468.6,,403.55,636.4,348.6
11-10,,,,,,,250.14,,120.04,243.54,221.25,221.6,,,239.86,257.55,351.05,329.35,,,413.45,629.8,358.25
11-11,,,,,,,,,103.83,244.16,217.85,218.69,,243.87,239.34,266.0,342.1,,,453.0,425.1,634.5,356.95
11-12,,,,,,,,220.34,103.83,247.65,216.91,,244.6,247.41,237.23,263.05,,,463.5,461.05,417.1,619.2,359.05
11-13,,,,,,,248.56,216.14,94.24,244.56,,,242.27,244.35,231.5,260.7,,325.0,443.6,459.5,415.5,,358.1
11-14,,,,,,,252.0,223.55,92.23,,,220.3,246.56,245.53,233.79,,337.7,314.3,427.15,457.3,,,350.85
11-15,,,,,,,246.42,220.94,,,218.2,220.53,247.48,243.9,,,338.0,302.2,424.25,458.0,,621.55,338.4
11-16,,,,,,,243.51,217.75,,257.17,212.42,223.6,248.35,,,263.5,339.25,303.5,420.85,,429.55,621.35,342.5
11-17,,,,,,,242.82,,86.25,254.5,212.6,220.37,,,233.97,271.5,338.15,300.7,,,439.65,619.5,336.95
11-18,,,,,,,,,86.95,261.19,214.64,215.44,,245.0,235.7,278.2,337.0,,,451.0,455.5,614.1,336.9
11-19,,,,,,,,214.98,86.17,252.86,214.92,,251.87,244.8,235.0,271.5,,,424.1,452.55,447.8,590.5,337.1
11-20,,,,,,,241.39,214.43,84.63,248.57,,,250.14,244.8,235.8,272.9,,300.05,413.55,450.35,462.15,,335.65
11-21,,,,,,,244.77,211.15,82.97,,,203.42,249.39,242.49,240.4,,340.55,299.8,411.85,452.85,,,331.85
11-22,,,,,,,239.79,210.01,,,212.79,205.02,243.28,246.8,,,341.8,302.0,411.1,453.0,,581.0,334.95
11-23,,,,,,,247.98,211.04,,257.44,210.12,206.31,241.55,,,274.8,347.45,302.3,405.2,,469.5,601.95,337.95
11-24,,,,,,,241.63,,100.41,254.71,213.31,203.22,,,237.62,265.75,346.55,303.8,,,471.15,597.3,334.75
11-25,,,,,,,,,111.45,248.85,213.23,206.53,,244.25,237.01,271.55,341.5,,,455.0,473.6,590.9,335.9
11-26,,,,,,,,213.1,105.34,238.93,211.39,,240.38,239.31,238.0,270.85,,,407.0,453.0,466.55,555.15,334.9
11-27,,,,,,,241.14,210.55,109.61,239.29,,,240.08,237.5,233.66,268.2,,299.9,419.8,445.9,459.65,,333.75
11-28,,,,,,,239.96,211.86,108.84,,,217.21,239.98,238.03,233.74,,336.6,301.3,421.45,445.5,,,333.2
11-29,,,,,,,242.33,216.08,,,209.58,216.33,244.21,238.59,,,336.75,294.45,417.0,441.0,,573.25,335.9
11-30,,,,,,,240.26,221.28,,234.12,208.3,223.77,244.55,,,265.0,340.2,293.6,423.1,,447.55,566.1,336.25
12-01,,,,,,,238.97,,101.13,245.78,212.44,222.73,,,233.5,264.7,338.5,292.0,,,444.15,569.95,335.9
12-02,,,,,,,,,99.32,248.55,216.99,222.86,,237.7,232.75,258.5,340.0,,,435.45,447.0,582.0,335.0
12-03,,,,,,,,218.63,96.54,244.6,217.63,,244.17,233.31,230.45,257.6,,,434.0,433.0,436.55,576.55,333.65
12-04,,,,,,,238.75,219.28,96.26,251.96,,,241.93,236.0,228.3,251.45,,292.7,439.0,442.15,444.85,,332.5
12-05,,,,,,,242.16,226.66,96.21,,,224.65,247.79,232.0,221.95,,351.5,293.4,439.0,438.4,,,340.45
12-06,,,,,,,247.91,225.28,,,219.59,215.55,248.72,235.2,,,352.65,292.4,430.0,446.0,,575.55,336.0
12-07,,,,,,,247.07,230.09,,247.25,219.91,218.07,250.65,,,244.0,356.25,292.5,439.0,,440.4,589.55,335.1
12-08,,,,,,,248.34,,109.48,242.78,216.78,218.89,,,212.2,244.65,375.85,293.75,,,430.0,574.95,333.7
12-09,,,,,,,,,110.52,239.42,216.09,209.07,,236.24,213.35,247.7,370.8,,,449.0,437.0,578.35,336.15
12-10,,,,,,,,234.46,119.18,242.54,221.42,,250.84,234.4,213.5,249.0,,,428.5,448.85,452.15,572.1,337.2
12-11,,,,,,,246.27,233.84,115.18,240.51,,,248.48,233.94,208.0,244.85,,297.55,425.55,451.7,447.9,,338.05
12-12,,,,,,,247.0,237.99,110.27,,,200.3,251.8,232.91,210.75,,388.15,303.1,422.0,452.8,,,335.2
12-13,,,,,,,242.84,235.18,,,223.15,206.97,253.7,232.0,,,397.8,298.85,415.75,451.1,,539.15,337.4
12-14,,,,,,,245.58,228.85,,242.57,221.27,204.63,258.72,,,244.9,403.05,300.7,418.0,,442.45,550.85,333.5
12-15,,,,,,,249.01,,114.39,245.6,218.79,208.15,,,201.5,249.7,400.45,299.65,,,449.9,561.1,328.0
12-16,,,,,,,,,115.86,261.88,216.65,206.07,,236.0,200.65,250.1,410.5,,,448.45,442.9,573.0,330.9
12-17,,,,,,,,226.45,112.67,253.54,218.72,,261.2,237.04,194.65,258.7,,,416.0,454.05,442.8,573.2,330.75
12-18,,,,,,,246.0,225.53,103.99,256.64,,,262.64,241.63,196.9,250.75,,296.5,412.15,454.45,440.25,,328.9
12-19,,,,,,,241.38,224.89,103.71,,,208.49,262.33,245.01,194.15,,402.6,293.65,418.2,451.75,,,333.0
12-20,,,,,,,242.28,229.67,,,220.09,214.25,261.68,243.85,,,400.15,293.3,415.6,451.75,,567.55,344.15
12-21,,,,,,,242.28,231.92,,254.85,220.36,211.9,262.17,,,245.6,399.65,293.8,415.0,,419.75,575.0,345.2
12-22,,,,,,,242.85,,108.35,252.66,221.55,212.5,,,198.9,248.2,391.6,293.75,,,434.45,579.7,344.7
12-23,,,,,,,,,115.15,252.9,221.31,209.61,,248.3,196.65,253.65,382.85,,,451.0,431.2,579.1,343.3
12-24,,,,,,,,234.92,115.05,248.69,219.59,,265.09,248.0,193.2,251.6,,,414.0,451.4,436.5,572.05,341.8
12-25,,,,,,,241.38,231.62,113.13,251.17,,,265.45,248.6,195.0,245.8,,298.0,409.0,454.0,436.5,,344.25
12-26,,,,,,,241.86,228.06,111.98,,,211.35,268.94,248.0,196.75,,388.65,296.55,414.5,452.5,,,352.4
12-27,,,,,,,243.51,231.47,,,218.56,211.55,268.8,247.8,,,398.0,295.45,420.5,453.5,,582.0,355.45
12-28,,,,,,,243.39,231.1,,253.87,219.5,210.44,270.11,,,246.0,398.2,289.85,425.95,,437.0,596.2,355.1
12-29,,,,,,,243.88,,113.77,252.53,221.02,210.46,,,201.8,255.0,398.8,291.5,432.5,,435.15,592.0,359.6
12-30,,,,,,,,,111.5,251.15,218.7,213.98,,251.54,195.8,253.25,402.8,,,449.7,435.2,599.0,365.4
12-31,,,,,,,,,231.1,110.29,251.98,218.7,,270.11,251.54,195.8,253.25,,,,,,
