,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
06-04,,400.28,700.4,700.95,1100.53,,,1700.54,1300.75,900.7,1200.4,,1600.04,1900.69,2600.89,3900.05,,,3100.435,4000.65,3400.455,4600.75,
06-05,300.87,400.17,700.84,800.0,,,3000.39,1700.46,1300.91,900.71,,,1600.05,1900.69,2700.26,3900.56,,2700.8,3100.29,4000.605,3400.595,,
06-06,300.59,400.22,800.0,700.96,,1500.29,2700.82,1700.4,1400.09,,,1300.99,1600.42,1900.53,2700.5,,4100.63,2800.0,3100.305,4000.69,,,3600.02
06-07,300.75,400.13,700.93,,1100.78,1500.25,2600.95,1700.17,,,1200.39,1400.22,1700.15,2000.02,,,4100.6,2700.25,3100.75,4000.59,,4600.54,3500.83
06-08,300.81,400.11,,,1100.77,1400.97,2400.61,1700.3,,900.88,1200.41,1400.23,1700.15,,,3900.0,4000.95,2700.55,3100.13,,3400.145,4600.52,3500.6
06-09,300.81,,,700.87,1100.88,1500.1,2400.84,,1300.9,900.8,1200.56,1400.45,,,2700.48,3800.98,4000.55,2700.41,3100.315,,3400.3,4600.24,3500.4
06-10,,,800.1,700.77,1100.6,1500.45,,,1300.59,900.89,1200.99,1400.38,,2000.04,2700.55,3900.0,3900.85,,,4000.845,3400.83,4600.0,3500.485
06-11,,400.15,800.17,700.6,1100.73,,,1700.25,1300.55,1000.12,1200.92,,1700.26,1900.8,2800.15,3900.8,,,3100.135,4100.525,3400.77,4500.845,
06-12,300.81,400.15,800.17,700.6,,,2400.84,1700.25,1300.55,1000.12,,,1700.26,1900.8,2800.15,3900.8,,2700.41,,,,,
06-13,300.7,400.08,700.66,700.6,,1500.45,2300.12,1700.3,1300.55,,,1400.38,1700.74,1900.41,2800.15,,3900.85,2600.91,3100.6,4100.15,,,
06-14,300.71,400.07,700.54,,1100.73,1500.73,2300.8,1700.67,,,1200.92,1400.7,1700.97,1900.41,,,3800.55,2600.71,3100.79,4000.91,,4600.64,3500.14
06-15,300.71,400.08,,,1100.37,1500.69,2500.14,1700.51,,900.89,1300.21,1400.68,1800.82,,,4100.05,3800.1,2600.84,3100.11,,3400.54,4600.635,3500.475
06-16,300.8,,,700.71,1100.24,1500.59,2400.73,,1300.53,1000.05,1300.09,1400.61,,,2800.27,4100.58,3800.59,2700.37,,,3400.875,4600.525,3500.96
06-17,,,700.26,700.79,1200.09,1600.02,,,1300.7,900.84,1300.04,1400.5,,1900.76,2800.2,4100.36,3800.85,,,4100.25,3400.785,4600.73,3500.81
06-18,,400.18,700.02,700.73,1200.18,,,1700.59,1300.65,900.67,1300.03,,1800.68,1900.81,2900.1,4000.9,,,3100.255,4100.385,3400.8,4600.06,
06-19,300.75,400.25,600.91,700.58,,,2400.89,1700.85,1300.77,900.78,,,1800.5,2000.01,2800.41,4200.12,,2700.8,3100.33,4100.325,3400.925,,
06-20,300.6,400.23,600.71,700.6,,1600.11,2500.35,1800.12,1300.59,,,1400.09,1800.25,1900.89,2700.86,,3800.99,2900.0,3100.5,4000.995,,,3500.78
06-21,300.38,400.41,600.85,,1200.35,1600.1,2500.15,1700.81,,,1300.41,1400.12,1800.14,1900.84,,,3800.6,2800.99,3100.31,4100.215,,4600.025,3500.3
06-22,300.57,400.63,,,1200.09,1600.38,2500.07,1700.67,,800.83,1300.2,1300.91,1700.65,,,4200.7,3800.65,2800.69,3100.01,,3400.97,4600.4,3400.4
06-23,300.6,,,700.65,1200.27,1600.68,2500.2,,1300.38,800.57,1300.15,1300.44,,,2800.25,4200.0,3800.51,2900.14,,,3500.085,4600.2,3400.73
06-24,,,600.73,700.61,1200.38,1600.61,,,1300.1,800.84,1300.17,1300.73,,1900.92,2800.75,4200.44,3900.2,,,4100.25,,4600.1,3400.98
06-25,,400.77,600.76,700.68,1200.45,,,1700.52,1300.0,800.9,1300.01,,1700.47,2000.04,2800.16,4200.3,,,3100.05,4100.41,3400.46,4600.35,
06-26,300.5,400.72,600.35,700.62,,,2500.06,1700.5,1200.93,800.93,,,1700.94,2000.25,2800.19,4200.52,,2800.7,3100.24,4100.535,3400.73,,
06-27,300.25,400.83,600.6,700.67,,1600.58,2600.01,1700.3,1200.78,,,1300.63,1800.18,2000.46,2800.26,,3800.76,2800.66,3100.31,4200.4,,,3500.055
06-28,300.29,400.67,600.66,,1200.27,1600.63,2600.57,1700.36,,,1300.67,1300.85,1700.74,2000.56,,,3800.75,2800.51,3100.07,4200.61,,4600.375,3500.57
06-29,200.99,400.45,,,1200.46,1600.49,2700.75,1700.19,,900.01,1300.52,1300.83,1800.65,,,4200.54,3800.4,2800.55,3100.625,,3400.715,4600.17,3500.1
06-30,300.22,,,700.77,1200.86,1600.55,2800.29,,1200.55,800.82,1300.56,1300.97,,,2800.0,4200.65,3800.4,2800.49,,,3500.075,4600.355,3400.95
07-01,,,600.88,700.69,1200.7,1600.96,,,1100.9,900.07,1200.82,1400.14,,2000.43,2700.81,4100.99,3800.61,,,4300.34,,4600.23,3600.0
07-02,,400.47,600.7,700.9,1200.76,,,1700.43,1100.82,800.62,1200.89,,1800.7,2000.54,2800.19,4100.99,,,3100.6,4300.5,3400.94,4600.24,
07-03,300.32,400.47,600.67,700.85,,,2800.36,1700.61,1100.93,800.62,,,1900.15,2000.42,2800.28,4100.58,,2800.63,3100.65,4300.445,3500.455,,
07-04,300.39,400.46,600.89,700.83,,1600.99,2800.42,1700.49,1100.85,,,1400.19,1900.24,2000.49,2700.79,,3900.01,2800.48,3100.9,4300.56,,,3500.9
07-05,300.29,400.43,700.22,,1200.86,1600.9,2700.13,1800.15,,,1200.86,1400.11,1900.14,2000.34,,,3900.54,2800.4,3200.9,4300.43,,4600.815,3600.03
07-06,300.41,400.19,,,1200.54,1700.38,2800.19,1800.53,,800.04,1300.2,1400.01,1900.32,,,4100.18,3900.85,2800.3,3300.3,,3600.13,4800.23,3600.13
07-07,300.53,,,700.76,1200.4,1700.18,2800.06,,1200.0,800.03,1300.01,1400.46,,,2800.0,4100.06,3900.49,2800.54,,,3500.825,4800.245,3600.08
07-08,,,700.1,700.65,1200.27,1700.34,,,1100.75,700.84,1200.9,1400.34,,2000.63,2800.22,4000.11,3900.95,,,4300.495,3500.615,4700.355,3500.91
07-09,,400.1,700.25,700.5,1200.3,,,1800.6,1100.51,700.8,1200.86,,1900.28,2000.8,2800.62,4000.54,,,3300.8,4300.48,3600.08,4700.84,
07-10,300.5,300.94,700.35,700.39,,,2800.46,1800.25,1100.28,700.61,,,1900.24,2100.11,2800.74,3900.8,,2800.5,3300.6,4300.1,3600.165,,
07-11,300.41,300.63,700.2,700.28,,1700.41,2800.52,1800.39,1000.98,,,1400.02,1900.02,2100.29,2800.71,,4000.5,2900.59,3300.2,4100.81,,,3500.835
07-12,300.46,300.8,700.1,,1200.48,1700.4,2800.74,1800.96,,,1300.07,1400.05,1800.97,2100.65,,,4000.88,2900.2,3300.06,4200.56,,4700.905,3500.415
07-13,300.51,300.83,,,1200.88,1700.45,2700.31,1800.94,,700.95,1300.17,1400.04,1900.16,,,3900.4,4000.99,2900.38,3300.29,,3500.75,4700.525,3400.68
07-14,300.59,,,700.35,1200.83,1700.45,2700.45,,1100.08,800.04,1300.25,1400.03,,,2800.92,3800.59,4100.4,2800.9,,,3500.905,4600.95,3300.765
07-15,,,700.0,700.33,1200.83,1700.11,,,1000.61,800.48,1300.14,1300.94,,2100.76,2600.85,3200.4,3600.0,,,4200.04,3600.14,4600.365,3300.985
07-16,,300.81,600.75,700.03,1200.75,,,1800.94,1000.49,900.05,1300.14,,1900.27,2100.59,2700.13,3300.6,,,3300.495,4100.95,3600.045,4500.86,
07-17,300.55,300.72,600.87,600.6,,,2600.55,1800.88,1000.5,900.22,,,1900.14,2100.71,2600.89,3300.6,,2800.94,3300.4,3400.545,3600.49,,
07-18,300.51,300.68,600.9,600.69,,1600.9,2600.79,1800.47,1000.17,,,1300.83,1800.92,2100.38,2600.61,,3400.2,2800.64,3200.9,3300.575,,,3300.12
07-19,300.49,300.74,600.78,,1200.99,1700.16,2700.09,1800.87,,,1300.13,1400.06,1800.74,2000.97,,,3200.3,2800.71,3200.72,3200.5,,3800.895,2800.69
07-20,300.48,300.7,,,1200.78,1700.73,2700.34,1800.64,,900.41,1200.82,1400.15,1800.32,,,3300.4,3300.02,2800.64,3200.95,,3600.305,3800.46,2800.91
07-21,300.47,,,600.81,1200.77,1700.65,2700.4,,1000.12,900.52,1300.04,1400.26,,,2500.25,3300.86,3300.48,2800.4,,,3600.105,3800.18,2900.41
07-22,,,600.46,600.95,1200.39,1800.11,,,1000.12,900.55,1300.29,1400.49,,2100.24,2600.29,3300.45,3300.5,,,3100.2,3600.015,3800.355,2900.51
07-23,,300.77,600.41,600.78,1200.33,,,1800.63,1000.2,900.89,1300.26,,1700.93,2100.5,2600.5,3300.19,,,3200.93,3100.28,3500.82,3800.555,
07-24,300.48,300.75,600.17,600.91,,,2700.7,1700.94,1000.03,900.66,,,1800.18,2100.28,2600.5,3200.76,,2800.68,3200.53,3100.12,3600.34,,
07-25,300.45,300.83,600.05,600.96,,1800.1,2700.66,1800.0,900.47,,,1400.62,1800.24,2100.43,2600.26,,3300.96,2800.46,3300.0,3100.22,,,2900.685
07-26,300.44,400.01,500.9,,1200.23,1800.05,2700.77,1700.42,,,1300.53,1400.69,1800.35,2100.5,,,3400.2,2800.35,3300.35,3000.79,,3800.425,2900.31
07-27,300.46,300.94,,,1200.1,1800.3,2800.7,1700.45,,900.74,1400.02,1400.45,1800.51,,,3300.6,3300.91,2800.24,3300.5,,3600.645,3800.39,2900.1
07-28,300.45,,,600.94,1100.47,1800.7,2800.49,,900.18,900.49,1300.61,1400.49,,,2500.4,3400.9,3300.31,2700.93,,,3600.78,3800.235,2800.91
07-29,,,600.04,600.83,1100.77,1800.66,,,900.05,900.18,1300.8,1400.23,,2100.72,2500.5,3600.1,3200.6,,,3100.795,3700.2,3800.13,2900.35
07-30,,300.87,500.96,600.89,1100.93,,,1700.4,900.38,900.72,1300.79,,1800.91,2100.43,2600.0,3700.08,,,3400.27,3100.3,3700.415,3800.1,
07-31,300.48,300.8,500.85,600.9,,,2800.55,1700.49,900.14,900.82,,,1800.74,2100.68,2600.33,3700.75,,2800.8,3400.55,3100.14,3700.42,,
08-01,300.52,300.78,600.2,600.84,,1800.79,2800.48,1700.09,900.1,,,1400.38,1800.72,2100.79,2600.25,,3200.0,2900.7,3500.0,3100.68,,,2900.1
08-02,300.53,300.81,600.36,,1200.05,1900.21,2900.03,1700.24,,,1400.02,1400.32,1800.55,2100.78,,,3100.2,2900.4,3400.1,3200.0,,3700.94,2800.93
08-03,300.49,300.81,,,1200.18,1900.0,2800.97,1700.19,,1000.1,1300.74,1300.91,1800.9,,,3700.4,3100.6,2900.79,3400.45,,3600.86,3700.895,2800.8
08-04,300.55,,,600.9,1200.11,1900.15,2900.42,,900.25,1000.06,1300.79,1300.75,,,2600.3,3700.29,3200.1,2900.73,,,3600.805,3700.785,2800.305
08-05,,,600.02,600.88,1200.17,1900.43,,,900.21,900.97,1300.6,1300.53,,2100.93,2600.25,3600.98,3200.22,,,3100.395,3600.58,3700.6,2900.045
08-06,,300.83,600.07,600.93,1200.14,,,1700.02,900.23,1000.1,1300.48,,1900.31,2100.65,2600.16,3700.23,,,3400.04,3100.74,3600.64,3700.48,
08-07,300.55,300.74,600.15,700.03,,,2900.21,1700.04,900.49,1000.2,,,1900.45,2100.77,2500.38,3700.31,,2900.77,3400.47,3100.75,3600.785,,
08-08,300.58,300.77,600.25,700.04,,1900.79,2800.86,1700.38,800.97,,,1200.77,1900.63,2100.57,2500.82,,3200.27,2900.55,3500.1,3100.71,,,2900.115
08-09,300.57,300.82,600.3,,1200.19,1900.9,2900.1,1600.94,,,1300.53,1200.56,1900.73,2100.54,,,3200.49,2900.8,3500.15,3100.78,,3700.82,2800.99
08-10,300.56,300.8,,,1100.97,1900.66,2800.93,1700.0,,1000.1,1300.33,1200.03,1900.72,,,3800.2,3200.7,2900.63,3600.085,,3600.855,3700.74,2900.01
08-11,300.74,,,700.23,1100.63,1900.2,2900.38,,900.04,1000.03,1300.07,1200.05,,,2600.3,3800.33,3300.45,2900.1,,,3700.4,3700.975,2800.97
08-12,,,600.25,700.2,1100.94,1800.92,,,900.62,1000.27,1300.09,1200.21,,2100.49,2600.62,3800.26,3300.62,,,3100.97,3800.0,3800.155,2900.03
08-13,,300.83,600.31,700.32,1200.41,,,1700.52,900.45,1000.58,1300.13,,1900.93,2100.75,2700.99,3800.55,,,3600.265,3100.9,3800.24,3700.96,
08-14,300.93,300.94,600.41,700.62,,,2900.01,1700.35,900.8,1000.41,,,2000.23,2100.77,2800.0,3800.6,,2900.31,3700.0,3100.735,3700.845,,
08-15,400.05,300.91,600.5,700.83,,1900.2,2800.65,1700.04,1000.17,,,1200.97,2000.27,2100.51,2700.9,,3300.25,2900.44,3600.7,3200.345,,,2900.17
08-16,400.08,300.87,600.63,,1200.35,1900.82,2800.28,1600.59,,,1200.93,1300.26,1900.97,2100.29,,,3200.89,2800.66,3600.045,3100.89,,3700.825,2900.24
08-17,400.02,300.95,,,1200.67,1900.81,2700.99,1700.0,,1000.15,1200.93,1300.43,1900.73,,,3900.25,3300.15,2800.55,3600.0,,3700.815,3700.82,2900.34
08-18,400.0,,,700.9,1200.1,1900.74,2700.19,,1000.19,1000.19,1300.08,1300.04,,,2700.49,3900.31,3200.96,2800.74,,,3700.89,3700.855,2900.12
08-19,,,600.9,700.81,1200.25,2000.31,,,900.61,1000.47,1300.1,1200.99,,2100.44,2600.96,3800.65,3200.95,,,3200.0,3700.58,3800.085,2800.95
08-20,,400.01,700.0,700.77,1200.22,,,1600.88,900.68,1000.93,1200.93,,1900.46,2100.59,2700.27,3900.35,,,3500.92,3100.9,3700.295,3800.57,2800.99
08-21,400.0,400.0,700.06,800.16,,,2700.08,1600.62,900.62,1100.09,,,2000.19,2100.81,2700.7,3900.35,,2800.84,3500.52,3100.465,3700.81,,2800.955
08-22,400.15,400.17,700.22,800.36,,2000.44,2700.34,1600.85,900.44,,,1300.16,2000.67,2200.08,2700.6,,3300.05,2800.85,3600.1,3100.46,,,2900.015
08-23,400.14,400.15,700.05,,1200.26,2000.39,2700.64,1600.6,,,1200.93,1300.24,2100.01,2200.11,,,3200.86,2800.31,3500.76,3100.3,,3800.9,2900.01
08-24,400.45,400.28,,,1200.25,2000.25,2700.42,1600.61,,1100.2,1200.67,1300.32,2100.11,,,3900.4,3200.4,2800.5,3500.88,,3700.635,3800.815,2800.85
08-25,400.42,,,800.3,1200.33,2000.47,2700.82,,800.92,1100.14,1200.55,1300.19,,,2700.64,3900.1,3100.16,2800.55,,,3800.05,3800.39,2800.72
08-26,,,700.08,800.07,1200.37,2000.79,,,800.42,1100.01,1200.68,1200.99,,2100.95,2700.63,3900.77,3100.62,,,3100.27,3800.6,3800.39,2900.06
08-27,,400.45,700.26,800.05,1200.5,,,1700.06,800.4,1000.95,1200.73,,2100.12,2100.81,2700.72,4000.3,,,3500.92,3100.77,3800.285,3800.445,2900.015
08-28,400.42,400.44,700.14,800.11,,,2700.48,1600.83,800.69,1100.18,,,2100.02,2200.35,2700.69,4000.17,,2800.41,3600.06,3100.93,3700.535,,2900.165
08-29,400.6,400.29,600.83,800.24,,2000.88,2700.15,1600.68,800.83,,,1300.41,2000.86,2200.21,2700.2,,3200.08,2800.49,3600.915,3200.135,,,2900.01
08-30,400.43,400.35,700.0,,1200.5,2100.12,2700.05,1600.42,,,1200.8,1300.8,2100.05,2200.36,,,3200.03,2800.5,3600.88,3200.245,,3800.495,2800.915
08-31,400.43,400.35,,,1200.77,2100.23,2600.66,1600.68,,1000.94,1200.86,1300.99,2000.85,,,4000.4,3200.74,2900.0,3700.42,,3700.105,3800.69,2800.98
09-01,400.21,,,800.53,1200.75,2100.34,2600.25,,900.25,1000.9,1300.39,1400.25,,,2600.65,4000.19,3200.36,2900.39,,,3700.23,3800.535,2900.05
09-02,,,600.87,800.78,1200.8,2100.38,,,900.46,1000.64,1300.39,1300.94,,2200.27,2600.51,3900.87,3200.34,,,3300.8,3700.73,3800.25,2900.885
09-03,,400.36,600.85,800.46,1200.94,,,1600.6,900.14,1000.59,1300.57,,2100.06,2200.2,2700.22,4000.05,,,3800.145,3800.055,3700.11,3800.36,3000.36
09-04,400.32,400.48,700.12,800.48,,,2600.04,1600.38,800.83,1000.83,,,2100.56,2200.32,2700.55,4000.15,,2900.01,3800.22,3800.06,3600.915,,3000.275
09-05,400.27,400.4,700.16,800.37,,2100.12,2600.34,1600.27,800.7,,,1300.78,2000.74,2200.63,2700.6,,3200.01,2900.08,3700.465,3600.14,,,2900.87
09-06,400.27,400.44,700.21,,1300.19,2000.32,2500.48,1600.37,,,1300.89,1300.97,2100.84,2200.6,,,3100.71,2900.22,3700.82,3500.475,,3800.29,2900.29
09-07,400.11,400.42,,,1300.3,1900.87,2400.62,1500.93,,1100.05,1400.19,1400.51,2100.86,,,4000.17,3100.58,2800.99,3700.215,,3700.105,3800.315,2900.005
09-08,400.06,,,800.19,1300.29,2000.62,2400.53,,900.21,1100.62,1400.18,1400.73,,,2700.48,4000.3,3100.22,2900.0,,,3700.09,3800.3,2900.04
09-09,,,700.19,800.03,1300.63,2100.1,,,800.45,1100.79,1400.38,1400.64,,2200.78,2700.85,4000.54,3100.69,,,3400.57,3700.59,3800.07,2900.12
09-10,,400.43,700.49,800.16,1300.7,,,1500.78,700.94,1100.65,1400.26,,2100.68,2200.3,2800.22,4000.54,,,3800.5,3500.25,3700.065,3800.055,2800.91
09-11,400.01,400.55,700.7,800.17,,,2300.67,1500.73,700.84,1100.74,,,2100.53,2200.67,2800.05,4000.55,,2800.82,3800.35,3600.4,3700.13,,2900.125
09-12,400.02,400.16,700.65,800.22,,2000.99,2300.91,1500.44,700.99,,,1400.59,2100.57,2200.56,2800.3,,3100.5,2800.97,3700.45,3700.14,,,2900.445
09-13,300.88,400.35,700.28,,1300.71,2000.82,2300.98,1500.68,,,1400.51,1400.67,2100.35,2200.76,,,3100.25,2900.0,3600.9,3700.3,,3800.19,2900.055
09-14,400.08,400.2,,,1300.8,2000.79,2300.93,1500.59,,1100.93,1400.51,1400.84,2100.51,,,4100.22,3100.01,2900.65,3700.5,,3700.125,3800.135,2900.115
09-15,300.93,,,800.4,1300.7,2100.32,2300.72,,700.6,1100.92,1400.65,1500.1,,,2800.45,4100.25,3000.14,2900.87,,,3700.54,3700.975,2900.16
09-16,,,700.2,800.54,1300.85,2100.99,,,500.81,1100.79,1400.61,1500.06,,2200.93,2900.06,4100.1,2900.42,,,3700.88,3700.395,3700.965,2900.015
09-17,,400.28,700.1,800.4,1300.85,,,1500.23,400.66,1100.59,1400.46,,2000.86,2300.1,2800.8,4000.97,,,3700.56,3800.23,3700.56,3700.665,2900.08
09-18,300.77,400.31,700.03,800.49,,,2400.06,1500.31,400.66,1100.58,,,2000.48,2300.0,2800.42,4100.5,,2900.6,3700.3,3800.0,3700.68,,2800.99
09-19,300.89,400.4,700.0,800.25,,2200.83,2400.34,1500.52,700.38,,,1500.28,2000.35,2300.25,2800.4,,2800.84,2900.69,3700.175,3700.715,,,2900.055
09-20,300.71,400.25,700.25,,1300.97,2200.79,2300.84,1500.28,,,1400.44,1500.55,2000.2,2300.4,,,2900.74,2900.75,3700.2,3700.845,,3700.51,2700.5
09-21,300.71,400.1,,,1400.07,2300.5,2300.55,1500.2,,1100.01,1400.53,1500.41,2000.69,,,4100.96,3000.0,2900.6,3800.6,,3700.55,3700.555,2500.96
09-22,300.55,,,800.15,1300.88,2300.54,2300.19,,700.49,1100.19,1400.19,1400.41,,,2700.88,4000.98,3000.12,2900.5,,,3700.16,3800.135,2600.405
09-23,,,700.25,800.33,1300.86,2300.5,,,700.05,1100.0,1400.15,1400.19,,2300.26,2800.4,4000.51,2900.83,,,3700.815,3700.215,3800.38,2500.095
09-24,,400.06,700.48,800.31,1300.99,,,1500.34,700.25,1000.83,1400.23,,2000.31,2300.2,2800.25,3900.45,,,3700.43,3700.17,3700.705,3800.675,
09-25,300.65,300.84,700.41,800.22,,,2200.14,1400.98,700.28,1000.81,,,2000.75,2300.3,2800.54,3900.31,,2900.31,3700.2,3600.96,3800.05,,
09-26,300.59,300.83,700.46,800.27,,2300.3,2200.61,1600.33,700.21,,,1400.33,2000.67,2300.32,2800.9,,2900.9,2900.6,3700.635,3700.02,,,2000.745
09-27,300.7,300.87,700.4,,1400.0,2300.84,2300.5,1600.66,,,1400.24,1400.65,2000.67,2300.34,,,2900.81,2900.64,3800.635,3600.71,,3800.525,2100.6
09-28,300.64,300.94,,,1400.06,2300.86,2300.77,1700.46,,1100.13,1400.27,1400.3,2000.84,,,3800.54,2900.77,2900.45,3800.07,,3800.56,3900.35,2100.945
09-29,300.63,,,800.54,1400.15,2400.07,2300.35,,700.01,1100.25,1400.45,1400.51,,,2800.17,3900.0,2900.46,2900.6,,,3900.555,4000.2,2100.205
09-30,,,600.99,800.69,1400.13,2400.82,,,700.0,1100.2,1400.55,1300.85,,2300.32,2700.3,3900.5,2900.0,,,3700.46,3900.29,4000.055,2200.0
10-01,,300.91,700.11,900.06,1400.71,,,1700.29,600.97,1100.7,1400.72,,2100.49,2300.5,2600.6,3800.88,,,3800.39,3700.35,3900.44,3900.72,
10-02,300.78,300.89,700.12,900.27,,,2300.4,1700.38,600.85,1100.2,,,2100.39,2300.32,2600.4,3900.09,,2900.58,3800.105,3600.75,3900.77,,
10-03,300.91,300.71,700.17,900.34,,2500.62,2200.64,1600.8,600.71,,,1300.9,2100.3,2300.46,2600.75,,2800.54,2900.29,3800.12,3600.695,,,2300.2
10-04,300.85,300.8,700.1,,1400.93,2500.95,2200.21,1600.79,,,1400.75,1300.26,2100.03,2300.57,,,2800.59,2900.38,3700.305,3600.57,,3900.4,2300.24
10-05,300.65,300.8,,,1500.13,2500.32,2200.84,1600.77,,1100.56,1400.99,1300.36,2100.12,,,3900.65,2800.78,2900.43,3700.2,,3900.5,4100.4,2300.91
10-06,300.69,,,900.41,1500.94,2200.92,2200.56,,500.72,1100.95,1500.18,1300.66,,,2700.28,4000.09,2900.7,2900.56,,,3900.32,4000.775,2300.345
10-07,,,700.16,900.74,1600.08,2200.92,,,600.12,1200.15,1500.15,1300.41,,2300.55,2600.96,3900.9,2900.99,,,3600.81,3800.625,4000.39,2200.215
10-08,,300.81,700.1,1000.41,1500.98,,,1600.48,500.58,1200.46,1500.1,,2000.92,2300.8,2600.59,3900.9,,,3700.75,3700.075,3800.67,4000.395,
10-09,300.6,300.87,600.93,1000.47,,,2300.37,1700.84,600.19,1200.65,,,2000.88,2300.68,2600.92,4000.75,,2900.62,3700.7,3700.4,3700.85,,
10-10,300.62,300.99,600.98,1000.23,,2300.94,2300.22,1700.19,600.19,,,1400.1,2000.83,2400.25,2600.65,,3000.13,2900.6,3700.89,3700.74,,,2200.76
10-11,300.5,400.15,600.99,,1600.1,2400.55,2300.15,1700.26,,,1500.33,1400.07,2000.81,2400.39,,,2900.7,2900.5,3700.105,3700.875,,4000.19,2300.465
10-12,300.47,400.14,,,1500.55,2300.65,2300.08,1700.08,,1300.33,1500.24,1400.24,2000.83,,,4000.64,3000.1,2900.91,3700.495,,3800.095,4000.315,2300.245
10-13,300.42,,,1000.9,1500.9,2200.46,2300.41,,600.29,1200.89,1500.4,1400.19,,,2700.05,4100.3,3000.2,2900.91,,,3700.895,3900.975,2300.37
10-14,,,600.97,1000.92,1500.63,2100.46,,,600.65,1300.1,1500.24,1400.43,,2400.75,2700.13,4100.4,3000.5,,,3700.46,3800.485,3900.79,2300.3
10-15,,400.03,700.2,1000.73,1500.49,,,1700.3,600.2,1300.26,1500.31,,2000.89,2400.88,2600.87,4100.61,,,3700.24,3700.72,3800.25,3900.79,2300.505
10-16,300.56,400.11,700.2,1100.11,,,2300.61,1700.18,500.75,1300.11,,,2000.94,2500.02,2600.65,4100.77,,2900.9,3700.3,3700.89,3700.87,,2300.555
10-17,300.5,400.21,700.3,1100.75,,2100.04,2400.04,1700.29,500.63,,,1400.05,2100.05,2400.3,2600.9,,3000.54,2900.81,3700.5,3700.89,,,2400.0
10-18,300.32,400.09,700.24,,1500.75,2100.22,2400.49,1600.85,,,1500.65,1400.12,2100.1,2400.78,,,3000.24,2900.75,3700.5,3700.97,,3900.235,2300.455
10-19,300.48,400.05,,,1500.59,2000.17,2400.64,1600.91,,1300.32,1500.44,1300.98,2000.9,,,4100.99,2900.55,2900.25,3700.3,,3700.68,3900.985,2300.435
10-20,300.47,,,1100.76,1500.2,2000.28,2400.52,,500.71,1300.17,1500.2,1400.17,,,2600.33,4200.05,2900.7,2900.2,,,3700.355,3900.55,2300.555
10-21,,,700.29,1100.41,1500.13,2000.6,,,500.79,1300.5,1500.59,1400.41,,2400.79,2600.73,4200.01,2900.43,,,3800.15,3700.465,3900.3,2300.695
10-22,,400.17,700.25,1100.0,1500.31,,,1600.53,500.45,1300.24,1500.39,,2000.98,2400.48,2600.35,4200.26,,,3500.945,3800.26,3700.495,3800.715,2300.795
10-23,300.52,400.32,700.28,1100.19,,,2400.26,1600.64,500.22,1300.18,,,2000.91,2400.11,2600.63,4200.75,,2800.73,3600.11,3900.3,3700.25,,2300.89
10-24,300.6,400.51,700.15,1100.29,,2100.26,2400.27,1600.33,400.51,,,1400.41,2000.82,2400.0,2600.81,,2900.0,2800.83,3600.3,3900.5,,,2300.735
10-25,300.62,400.44,700.24,,1500.25,2100.15,2400.59,1600.35,,,1500.42,1400.32,2000.51,2300.75,,,2900.52,2800.36,3500.97,3900.41,,3800.6,2400.38
10-26,300.6,400.6,,,1500.28,2100.15,2400.79,1600.63,,1300.2,1500.52,1400.47,2000.26,,,4200.74,2900.17,2800.4,3600.14,,3700.3,3800.565,2400.945
10-27,300.7,,,1000.45,1500.59,2000.64,2400.47,,400.51,1200.99,1500.35,1400.58,,,2700.79,4200.45,2900.21,2800.89,,,3700.055,3800.835,2500.2
10-28,,,700.25,1000.47,1500.19,2000.98,,,400.6,1200.45,1500.25,1400.98,,2300.84,2800.2,4300.2,2900.17,,,3800.415,3700.255,3800.565,2600.12
10-29,,400.71,700.1,1000.01,1500.23,,,1600.81,500.32,1200.76,1500.5,,2000.05,2400.0,2800.85,4300.3,,,3600.525,3800.38,3700.0,3800.57,2600.235
10-30,300.63,400.83,700.19,800.83,,,2300.86,1600.59,600.06,1200.3,,,1900.81,2300.85,2900.12,4300.49,,2800.81,3600.605,3800.0,3600.255,,2600.11
10-31,300.68,400.75,700.19,900.81,,2100.42,2400.05,1600.62,600.14,,,1500.27,1900.43,2300.85,2900.5,,2800.73,2900.0,3800.135,3700.68,,,2600.035
11-01,300.7,400.74,700.15,,1500.14,2100.75,2400.41,1600.49,,,1500.53,1400.97,1900.6,2300.75,,,2800.15,2900.7,3800.6,3700.99,,3800.65,2600.27
11-02,300.68,400.51,,,1500.04,2200.08,2300.94,1600.39,,1300.03,1500.43,1500.11,1900.27,,,4300.49,2900.0,2900.45,3800.46,,3700.07,3800.495,2500.58
11-03,300.68,,,1000.42,1500.29,2200.03,2400.06,,600.58,1200.69,1500.46,1500.27,,,3000.26,4400.25,2900.3,2900.43,,,3700.76,3800.35,2500.65
11-04,,,700.17,1000.32,1500.55,2200.03,,,600.58,1200.69,1500.46,1500.27,,2300.75,3000.26,4400.25,2900.3,,,,,,2500.785
11-05,,400.62,700.05,1000.04,1500.54,,,1600.39,600.28,1200.72,1500.46,,1900.27,2400.2,3100.31,4400.4,,,,3800.025,3800.19,3800.18,2500.765
