,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
06-11,,10.1,50.7,80.29,110.4,,,940.64,780.63,470.97,720.22,,810.52,940.67,890.0,720.55,,,2100.35,2350.89,2080.35,3130.01,1170.73
06-12,10.2,10.1,50.7,80.29,,,420.98,940.64,780.63,470.97,,,810.52,940.67,890.0,720.55,,1500.13,,,,,1180.09
06-13,10.19,10.12,50.63,80.29,,180.43,390.78,950.66,780.63,,,970.54,820.95,910.76,890.0,,1330.5,1460.0,2150.0,2400.49,,,1170.2
06-14,10.17,10.12,50.62,,110.4,180.5,400.77,990.2,,,720.22,970.66,830.11,930.58,,,1270.08,1430.0,2140.0,2380.8,,3140.4,1180.98
06-15,10.13,10.13,,,110.04,180.42,420.4,980.8,,440.06,750.92,970.65,840.33,,,710.8,1290.89,1390.0,2090.36,,2070.32,3120.7,1210.14
06-16,10.14,,,80.6,110.07,180.56,410.0,,780.9,460.05,760.77,960.98,,,840.85,730.5,1270.1,1410.63,,,2070.76,3130.06,1230.73
06-17,,,50.63,80.52,110.9,180.58,,,810.12,430.2,780.4,950.51,,950.65,830.8,720.81,1280.7,,,2370.8,2080.14,3140.89,1230.88
06-18,,10.16,50.42,80.52,110.77,,,990.15,800.61,420.67,800.1,,860.14,960.4,830.77,720.98,,,2060.3,2410.8,2030.77,3090.37,1220.81
06-19,10.09,10.18,50.4,80.34,,,420.2,980.67,800.21,410.16,,,870.02,940.57,840.8,710.56,,1450.0,2060.0,2400.4,2070.0,,1230.19
06-20,10.05,10.17,50.4,80.35,,180.5,440.4,1000.85,780.93,,,940.88,850.8,910.37,840.16,,1320.13,1440.9,2120.2,2440.1,,,1310.29
06-21,10.01,10.16,50.4,,110.79,180.41,430.82,990.3,,,830.99,960.04,850.38,910.31,,,1330.39,1430.49,2100.4,2380.02,,3080.71,1290.1
06-22,10.04,10.17,,,110.66,180.42,420.7,990.5,,350.77,820.45,950.69,830.89,,,720.0,1340.81,1440.25,2140.43,,2050.12,3090.37,1330.11
06-23,10.03,,,80.33,110.75,180.92,430.68,,780.05,370.03,800.91,940.19,,,830.68,720.01,1380.0,1440.1,,,2070.84,3110.0,1360.85
06-24,,,50.31,80.44,110.8,190.0,,,760.58,420.47,800.32,970.04,,880.75,860.5,710.98,1330.4,,,2390.09,,3100.88,1370.76
06-25,,10.17,50.38,80.51,110.94,,,990.78,770.92,410.39,770.98,,820.38,890.59,840.4,710.42,,,2020.51,2360.7,2050.09,3110.81,1370.31
06-26,10.01,10.14,50.26,80.62,,,430.3,1000.0,770.14,390.68,,,830.69,920.56,840.1,700.6,,1440.49,1990.91,2400.59,2030.21,,1370.74
06-27,0.94,10.11,50.38,80.57,,180.87,440.6,980.97,760.3,,,960.5,840.49,930.36,840.33,,1260.2,1470.1,2070.95,2400.5,,,1410.15
06-28,0.96,10.11,50.3,,110.57,180.84,450.5,1000.1,,,800.13,990.06,820.79,930.5,,,1290.57,1450.5,2080.5,2380.55,,3090.48,1390.99
06-29,0.88,10.1,,,110.73,180.92,440.9,1000.02,,390.76,770.55,990.37,860.39,,,700.2,1330.88,1430.8,2180.0,,2050.4,3060.1,1320.8
06-30,0.98,,,80.41,110.73,190.18,450.95,,740.33,380.08,760.68,1000.06,,,840.5,720.35,1330.0,1450.59,,,2020.8,3060.45,1250.2
07-01,,,50.39,80.39,110.51,190.23,,,710.54,390.34,720.0,1040.6,,950.38,840.07,710.0,1330.85,,,2420.98,,3050.78,1290.91
07-02,,10.07,50.37,80.58,110.6,,,1000.4,720.92,370.81,730.0,,870.71,940.61,850.79,700.54,,,2210.01,2410.2,2100.0,3070.39,1290.41
07-03,10.07,10.05,50.33,80.56,,,460.0,1000.4,730.01,380.51,,,900.93,930.04,850.34,700.67,,1470.5,2180.45,2410.51,2100.08,,1290.72
07-04,10.1,10.09,50.34,80.6,,190.19,480.95,1000.4,720.34,,,1040.75,910.15,940.02,840.0,,1340.6,1490.39,2170.7,2420.82,,,1310.43
07-05,10.1,10.08,50.37,,110.62,190.3,460.6,1010.25,,,730.34,1040.23,900.93,930.27,,,1310.85,1480.96,2240.54,2420.83,,3070.0,1330.5
07-06,10.28,10.06,,,110.72,200.15,480.01,1010.4,,370.05,760.67,1040.4,890.17,,,680.45,1290.36,1500.35,2260.71,,2140.75,3030.34,1340.0
07-07,10.3,,,80.65,110.66,200.35,500.85,,730.4,370.13,770.46,1070.63,,,850.49,680.77,1310.8,1520.16,,,2110.41,3040.06,1330.09
07-08,,,50.35,80.62,110.64,200.89,,,730.86,360.26,770.49,1050.2,,920.82,850.11,670.73,1340.41,,,2430.3,2090.42,3020.63,1330.3
07-09,,10.05,50.34,80.46,110.61,,,1030.0,750.52,360.17,770.51,,900.1,920.43,850.2,690.35,,,2300.0,2420.74,2080.72,3030.56,1330.42
07-10,10.39,10.05,50.32,80.28,,,520.1,1030.2,740.78,340.42,,,900.95,910.11,840.47,710.06,,1550.0,2300.3,2430.76,2120.6,,1330.73
07-11,10.35,10.02,50.25,70.97,,200.99,500.8,1040.15,720.73,,,1020.41,900.03,950.42,840.55,,1370.2,1560.91,2270.57,2410.3,,,1260.8
07-12,10.38,10.02,50.27,,110.74,200.81,490.85,1060.7,,,790.78,1020.53,880.9,980.54,,,1400.4,1600.85,2260.6,2370.02,,3060.23,1290.0
07-13,10.35,0.99,,,110.94,210.15,470.2,1060.6,,350.81,820.36,1030.94,900.94,,,720.94,1390.4,1590.94,2290.85,,2100.16,3030.0,1260.0
07-14,10.35,,,80.1,120.08,210.0,460.8,,740.77,350.9,820.15,1040.4,,,830.55,730.9,1400.0,1610.4,,,2090.06,3010.5,1250.9
07-15,,,50.3,80.1,120.76,200.92,,,720.34,370.66,800.75,1050.56,,990.72,830.09,740.0,1380.12,,,2350.27,2110.11,3010.72,1280.9
07-16,,10.01,50.2,70.6,120.62,,,1060.8,720.74,370.39,790.05,,900.91,990.46,830.78,740.21,,,2270.99,2340.75,2120.1,2980.85,1270.99
07-17,10.35,10.01,50.29,70.3,,,450.25,1070.0,770.23,370.95,,,910.12,1010.02,810.5,750.52,,1610.98,2220.5,2340.63,2100.73,,1280.47
07-18,10.34,10.0,50.3,70.5,,200.72,450.09,1070.0,750.7,,,1010.19,910.61,980.42,800.27,,1390.93,1610.7,2160.28,2340.78,,,1280.11
07-19,10.3,10.01,50.23,,120.77,210.25,460.55,1070.0,,,800.24,1020.43,920.15,990.93,,,1390.47,1640.34,2070.5,2320.85,,2910.46,1270.76
07-20,10.29,10.0,,,120.3,210.19,460.4,1090.77,,390.23,790.85,1010.78,900.17,,,740.1,1380.57,1630.93,2040.34,,2120.49,2960.1,1260.44
07-21,10.3,,,70.64,120.2,210.32,460.4,,770.03,400.36,810.8,1020.97,,,760.56,750.55,1380.5,1620.1,,,2160.07,2940.86,1250.48
07-22,,,50.1,70.67,120.05,220.09,,,740.37,380.88,830.89,1010.85,,970.84,780.3,740.6,1370.8,,,2300.35,2160.8,2970.27,1280.82
07-23,,10.0,50.1,70.53,120.1,,,1120.17,760.06,410.19,830.12,,850.97,960.85,770.45,720.7,,,2080.42,2320.48,2160.71,2960.38,1280.63
07-24,10.31,10.0,40.83,70.7,,,460.4,1090.58,750.72,400.81,,,840.85,960.36,760.87,700.45,,1610.33,2150.45,2300.65,2160.86,,1280.97
07-25,10.29,10.0,40.9,70.72,,230.2,460.4,1090.16,700.23,,,1020.73,860.64,950.86,750.16,,1360.0,1600.22,2130.7,2320.9,,,1310.45
07-26,10.29,10.06,40.93,,120.09,220.17,460.4,1040.15,,,840.15,1020.29,880.43,940.86,,,1350.75,1610.55,2100.0,2300.55,,3030.34,1320.9
07-27,10.31,10.02,,,110.83,220.2,460.4,1030.16,,410.82,840.73,1010.63,900.32,,,680.48,1360.9,1660.0,2080.9,,2150.49,2990.71,1320.5
07-28,10.31,,,70.64,110.06,220.15,460.4,,690.94,400.42,840.17,1020.74,,,720.82,690.55,1360.85,1650.4,,,2160.42,3020.9,1310.72
07-29,,,50.01,70.48,110.15,210.86,,,660.49,390.49,860.46,1010.66,,940.29,730.2,710.2,1390.15,,,2320.8,2180.88,3030.12,1310.9
07-30,,10.02,40.93,70.66,110.1,,,1020.7,690.85,420.54,840.45,,910.28,940.21,730.68,720.2,,,2110.33,2360.0,2160.84,3050.59,1310.01
07-31,10.31,10.0,40.61,70.69,,,460.4,1050.11,690.21,420.46,,,890.68,950.22,730.6,720.3,,1640.53,2140.86,2330.49,2210.13,,1310.31
08-01,10.31,10.03,40.71,70.36,,220.09,460.4,1010.92,680.01,,,1020.94,890.51,960.77,720.37,,1380.52,1660.31,2100.6,2290.5,,,1270.34
08-02,10.3,10.02,40.65,,100.79,220.25,460.4,1020.38,,,860.65,1020.52,880.78,960.98,,,1350.06,1690.9,2060.6,2200.81,,3060.51,1270.53
08-03,10.33,10.01,,,100.82,210.73,460.4,1020.4,,460.17,850.77,990.42,910.64,,,710.1,1350.73,1700.0,2020.21,,2260.52,3090.89,1260.85
08-04,10.37,,,70.27,100.99,220.6,510.45,,640.45,460.42,850.76,980.67,,,720.75,720.3,1370.14,1690.73,,,2260.66,3110.1,1260.95
08-05,,,40.4,70.29,100.86,220.64,,,620.28,450.45,840.35,960.04,,960.32,710.6,730.49,1380.69,,,2220.24,2250.99,3150.82,1220.4
08-06,,10.0,40.42,70.4,100.81,,,1000.57,630.39,460.23,820.86,,930.18,940.72,690.0,720.25,,,2030.9,2260.01,2240.79,3190.15,1250.07
08-07,10.39,10.0,40.48,70.33,,,510.0,1000.65,640.1,470.78,,,930.96,940.37,680.5,740.2,,1720.79,2010.79,2220.25,2260.81,,1240.52
08-08,10.39,10.0,40.54,70.43,,220.57,500.81,1020.58,600.14,,,890.84,930.95,940.0,700.7,,1390.45,1750.75,1930.2,2230.93,,,1230.81
08-09,10.41,10.01,40.53,,100.86,220.37,510.8,990.08,,,830.55,910.44,930.95,950.66,,,1390.2,1730.4,1950.9,2200.67,,3260.91,1260.4
08-10,10.38,10.0,,,100.81,220.4,520.03,950.55,,470.73,820.66,850.3,920.83,,,750.16,1380.3,1720.2,1860.15,,2240.6,3300.11,1260.2
08-11,10.39,,,70.59,100.75,220.1,520.95,,640.23,460.63,800.85,840.34,,,740.21,730.2,1390.7,1720.05,,,2340.6,3290.9,1230.45
08-12,,,40.56,70.5,110.01,210.94,,,670.68,470.53,810.02,850.81,,960.21,730.35,730.4,1390.45,,,2220.3,2410.4,3280.57,1240.88
08-13,,10.01,40.61,70.87,110.2,,,970.44,640.88,480.09,800.82,,930.12,970.2,740.84,730.7,,,1900.0,2230.18,2420.54,3280.68,1240.13
08-14,10.43,10.02,40.57,70.63,,,530.6,960.87,640.17,460.65,,,930.63,970.98,740.99,740.43,,1720.51,1920.76,2170.11,2390.5,,1240.63
08-15,10.42,10.01,40.72,70.65,,220.4,530.7,940.45,650.6,,,880.09,920.92,950.49,750.05,,1390.5,1720.33,1870.98,2140.59,,,1250.0
08-16,10.39,10.01,40.76,,110.14,220.93,550.0,900.56,,,800.03,860.45,920.91,930.84,,,1380.1,1730.05,1910.6,2150.05,,3290.36,1260.39
08-17,10.36,10.01,,,110.05,230.7,550.37,940.81,,450.12,810.32,860.99,920.12,,,730.0,1380.44,1720.72,1890.55,,2370.01,3340.5,1240.5
08-18,10.33,,,70.7,110.04,230.83,520.7,,650.68,450.49,800.71,810.62,,,750.15,720.45,1370.0,1690.5,,,2350.8,3340.9,1260.3
08-19,,,40.76,70.7,110.05,240.22,,,620.21,460.21,790.43,780.83,,930.64,760.0,710.5,1350.8,,,2170.4,2390.75,3320.69,1250.2
08-20,,10.0,40.83,70.67,110.04,,,930.84,620.41,460.85,780.35,,910.55,910.7,760.9,720.05,,,1910.2,2160.0,2300.7,3250.67,1240.94
08-21,10.34,10.03,40.86,70.63,,,530.78,900.91,620.41,480.78,,,930.53,900.54,780.4,690.86,,1690.9,1910.8,2180.62,2300.7,,1250.67
08-22,10.38,10.03,50.01,70.53,,250.17,550.1,930.54,620.91,,,790.04,920.56,920.05,780.39,,1370.37,1710.0,1870.8,2190.5,,,1260.06
08-23,10.34,10.03,40.89,,110.04,250.6,540.85,940.15,,,780.05,770.26,930.09,910.97,,,1400.35,1750.3,1780.71,2190.5,,3290.22,1300.38
08-24,10.4,10.03,,,110.07,250.55,540.39,930.6,,490.21,750.36,770.97,920.98,,,680.53,1390.5,1790.8,1800.39,,2310.06,3240.83,1280.15
08-25,10.4,,,70.52,110.15,250.31,550.33,,590.86,480.82,730.94,780.95,,,780.56,700.79,1420.84,1800.51,,,2270.33,3240.57,1280.18
08-26,,,40.85,70.5,110.33,250.1,,,560.01,480.43,760.54,770.59,,910.25,770.44,710.0,1450.25,,,2180.5,2270.5,3220.54,1300.4
08-27,,10.04,40.88,70.52,110.4,,,950.2,550.5,470.59,770.12,,920.88,900.05,770.93,730.8,,,1830.27,2170.89,2260.57,3270.41,1290.8
08-28,10.38,10.04,40.84,70.65,,,540.89,940.49,590.28,480.28,,,940.52,890.39,740.59,740.82,,1810.85,1820.0,2180.3,2250.99,,1300.35
08-29,10.44,10.07,40.75,70.77,,250.3,570.71,930.76,570.3,,,810.61,940.5,890.81,730.21,,1430.55,1810.89,1830.5,2210.5,,,1310.17
08-30,10.41,10.06,40.76,,110.38,250.39,580.17,940.43,,,770.28,820.15,930.49,880.16,,,1430.18,1830.5,1780.0,2240.2,,3280.28,1300.05
08-31,10.4,10.06,,,110.47,250.51,570.19,970.43,,470.43,780.3,840.81,930.24,,,740.5,1430.5,1830.51,1820.0,,2250.0,3270.94,1340.25
09-01,10.38,,,70.89,110.48,250.5,560.3,,580.16,490.28,800.46,850.15,,,730.68,730.14,1440.25,1830.66,,,2260.72,3340.57,1380.2
09-02,,,40.69,80.2,110.55,250.63,,,610.06,480.97,800.55,820.39,,890.5,730.76,720.9,1460.88,,,2260.68,2210.8,3290.0,1430.8
09-03,,10.07,40.65,80.27,110.79,,,980.24,590.22,530.0,810.68,,940.13,900.47,780.5,740.15,,,1810.21,2240.0,2180.95,3290.71,1430.63
09-04,10.41,10.1,40.66,80.35,,,580.4,970.18,550.79,530.62,,,930.13,900.5,790.39,730.96,,1840.1,1790.5,2270.1,2200.0,,1440.69
09-05,10.4,10.09,40.6,80.26,,250.31,590.91,950.25,540.34,,,800.29,920.98,920.7,800.25,,1490.5,1840.14,1780.46,2300.79,,,1410.0
09-06,10.4,10.08,40.7,,110.87,240.4,590.35,960.73,,,810.8,800.49,930.96,920.51,,,1500.64,1830.12,1750.0,2290.02,,3290.37,1370.23
09-07,10.37,10.08,,,110.92,240.26,570.61,930.8,,550.32,800.01,830.74,930.93,,,730.81,1540.33,1840.0,1740.9,,2200.5,3250.96,1360.86
09-08,10.35,,,80.16,110.9,250.5,560.5,,570.39,580.45,820.19,850.49,,,780.69,740.9,1530.45,1850.89,,,2170.25,3310.7,1340.51
09-09,,,40.7,80.24,120.02,250.65,,,510.8,570.4,830.65,830.09,,940.9,790.41,740.65,1510.6,,,2290.0,2170.48,3260.01,1380.15
09-10,,10.06,40.79,80.26,120.11,,,940.41,470.45,560.52,830.27,,940.39,960.79,780.67,740.3,,,1710.21,2330.3,2210.88,3260.25,1370.26
09-11,10.33,10.04,40.82,80.31,,,530.9,940.81,450.34,590.16,,,940.03,950.5,760.3,740.1,,1900.5,1690.36,2340.72,2200.53,,1360.6
09-12,10.31,0.98,50.1,80.25,,250.41,540.7,940.02,470.8,,,790.66,930.6,950.55,760.65,,1510.43,1890.32,1730.9,2340.57,,,1380.7
09-13,10.28,10.0,50.06,,120.08,250.9,540.45,960.28,,,840.62,800.32,920.73,950.79,,,1490.8,1890.1,1830.5,2330.0,,3270.41,1370.0
09-14,10.29,0.98,,,120.4,250.55,540.95,960.02,,580.95,840.47,800.12,960.99,,,740.88,1500.86,1880.64,1880.71,,2270.07,3260.48,1380.9
09-15,10.28,,,80.34,120.39,250.59,540.49,,440.82,610.21,840.4,800.96,,,750.63,740.85,1490.14,1880.75,,,2310.3,3330.51,1390.48
09-16,,,40.95,80.35,120.47,250.78,,,340.65,610.7,820.93,810.59,,990.0,770.6,770.71,1470.0,,,2350.32,2310.35,3260.99,1370.73
09-17,,0.97,40.89,80.19,120.5,,,940.87,280.84,580.85,820.12,,950.68,990.4,780.66,760.49,,,1880.11,2350.89,2310.75,3290.56,1380.18
09-18,10.2,0.99,40.8,80.01,,,550.0,970.65,280.84,570.71,,,940.81,990.62,770.98,750.5,,1880.04,1910.65,2350.3,2290.0,,1370.48
09-19,10.22,0.99,40.8,70.9,,260.08,550.85,1030.39,450.14,,,800.21,930.76,1020.37,770.4,,1480.66,1840.85,1930.9,2340.98,,,1380.04
09-20,10.16,0.96,40.85,,120.52,260.85,550.25,1020.6,,,830.39,810.78,930.74,1020.55,,,1490.3,1860.47,1910.16,2320.0,,3260.92,1250.1
09-21,10.16,0.91,,,120.59,270.0,550.7,1010.86,,550.47,830.78,810.5,940.2,,,750.94,1500.67,1870.38,1930.44,,2240.64,3230.25,1200.23
09-22,10.07,,,70.94,120.42,260.63,540.4,,430.87,580.67,820.77,740.03,,,760.0,740.39,1540.18,1870.55,,,2270.03,3270.8,1240.31
09-23,,,40.8,80.03,120.29,260.93,,,420.79,590.94,840.24,700.17,,1010.4,770.68,730.74,1510.5,,,2290.7,2270.61,3270.02,1190.39
09-24,,0.9,40.86,70.92,120.25,,,1010.96,450.77,580.22,840.79,,940.08,1000.41,790.05,730.33,,,1980.75,2270.5,2280.36,3250.44,
09-25,10.16,0.86,40.88,70.77,,,530.41,980.72,460.03,590.47,,,930.77,1010.95,780.01,740.97,,1910.2,1950.55,2280.09,2270.57,,
09-26,10.12,0.86,50.06,70.77,,260.7,550.35,1000.68,430.85,,,690.25,900.79,1010.6,770.6,,1490.1,1920.54,1950.79,2290.09,,,1070.06
09-27,10.14,0.88,50.08,,120.22,270.0,560.8,1020.07,,,830.55,720.56,900.02,980.7,,,1470.53,1930.7,2040.1,2280.05,,3310.68,1120.92
09-28,10.15,0.89,,,120.13,270.5,580.4,1030.48,,600.26,830.09,700.95,910.08,,,740.57,1470.18,1910.96,2030.32,,2280.32,3290.3,1110.06
09-29,10.15,,,70.88,120.11,270.05,580.0,,400.33,600.68,830.91,740.82,,,760.7,750.5,1480.47,1920.33,,,2240.9,3280.43,1100.41
09-30,,,40.97,80.02,120.14,270.39,,,430.69,590.88,860.02,700.54,,970.7,750.52,750.3,1450.34,,,2270.71,2280.0,3400.99,1100.21
10-01,,0.89,50.14,80.13,120.45,,,1000.87,410.88,600.0,880.99,,920.25,990.15,740.26,740.51,,,2040.2,2260.49,2280.85,3380.48,
10-02,10.17,0.9,50.25,80.25,,,580.29,1040.9,410.51,580.5,,,910.95,970.71,730.15,730.8,,1930.0,1990.5,2230.5,2080.16,,
10-03,10.21,0.88,50.5,80.3,,270.57,560.5,1030.15,420.22,,,680.34,920.02,980.21,730.77,,1480.87,1920.5,1980.3,2240.08,,,1140.35
10-04,10.16,0.89,50.69,,120.46,270.45,570.51,1000.77,,,890.93,620.53,910.44,1000.25,,,1480.1,1920.03,1890.35,2220.76,,3450.85,1100.55
10-05,10.14,0.91,,,120.56,260.86,590.81,1020.19,,580.49,910.98,620.72,930.07,,,760.2,1470.95,1930.74,1870.2,,2080.79,3630.2,1080.51
10-06,10.14,,,80.21,120.69,260.0,590.22,,350.22,610.0,910.17,650.78,,,760.33,770.31,1480.9,1940.16,,,2120.21,3640.28,1080.24
10-07,,,50.62,80.19,120.7,250.55,,,350.96,620.26,900.47,680.18,,1000.5,750.32,790.65,1480.74,,,2270.55,2100.5,3680.93,1010.5
10-08,,0.9,50.61,80.95,120.73,,,1030.97,300.27,660.2,900.44,,920.65,1010.91,730.8,830.11,,,1910.85,2260.03,2080.0,3730.01,
10-09,10.11,0.91,50.51,80.87,,,600.64,1050.73,320.46,680.52,,,920.62,1010.55,730.65,850.77,,1940.0,1910.25,2270.7,2060.0,,
10-10,10.1,0.93,50.43,80.86,,260.75,610.74,1050.62,320.46,,,700.3,920.26,1030.7,730.5,,1510.27,1930.21,1890.89,2280.5,,,1060.71
10-11,10.04,0.96,50.48,,130.01,260.96,610.6,1070.55,,,910.58,700.1,920.58,1020.8,,,1510.3,1950.83,1850.27,2300.31,,3870.6,1070.72
10-12,10.04,0.97,,,120.38,260.2,610.75,1080.69,,700.8,900.97,740.22,910.47,,,850.45,1490.2,1950.51,1910.85,,2050.58,3770.79,1050.9
10-13,10.02,,,80.93,120.58,250.29,610.94,,280.76,680.46,910.33,740.98,,,740.26,850.0,1460.09,1960.48,,,2050.0,3780.8,1060.5
10-14,,,50.44,90.0,120.65,240.43,,,330.95,700.42,910.47,800.67,,1030.0,740.55,860.81,1460.73,,,2280.4,2070.8,3760.09,1070.78
10-15,,0.97,50.59,90.07,120.55,,,1100.05,290.17,670.61,920.36,,910.23,1040.7,730.08,870.7,,,1900.92,2290.4,2030.35,3710.82,1080.66
10-16,10.1,0.97,50.6,90.1,,,600.9,1090.13,260.95,640.94,,,920.09,1040.04,710.12,880.52,,1970.7,1960.05,2310.0,2010.22,,1070.87
10-17,10.12,0.99,50.67,90.03,,240.7,590.3,1080.38,260.3,,,790.12,930.16,1030.4,730.15,,1460.46,1970.2,1940.05,2330.5,,,1120.44
10-18,10.03,0.95,50.66,,120.77,240.89,600.29,1060.76,,,940.99,770.84,930.65,1050.35,,,1470.74,1950.31,1910.0,2350.55,,3640.6,1100.88
10-19,10.08,0.97,,,120.97,230.83,610.0,1070.61,,690.08,950.43,800.67,930.14,,,870.07,1480.6,1920.2,1830.8,,2030.84,3730.18,1120.39
10-20,10.17,,,80.95,120.49,240.09,610.2,,260.58,680.99,970.54,800.92,,,720.25,880.14,1480.26,1920.97,,,2090.08,3700.16,1160.98
10-21,,,50.77,80.65,120.57,230.87,,,260.66,700.38,1030.29,810.85,,1050.49,720.5,860.95,1480.42,,,2340.94,2100.07,3640.6,1190.45
10-22,,0.99,50.69,80.36,120.77,,,1050.46,250.71,690.83,1010.91,,940.07,1050.4,710.82,860.53,,,1800.7,2390.77,2090.1,3640.37,1190.57
10-23,10.16,10.0,50.72,80.21,,,620.0,1060.71,230.05,690.76,,,930.55,1030.25,710.59,900.45,,1920.34,1810.0,2390.57,2140.15,,1190.5
10-24,10.18,10.01,50.61,80.33,,240.29,600.0,1050.77,170.7,,,840.31,930.34,1020.85,720.49,,1490.15,1920.5,1880.01,2420.78,,,1180.8
10-25,10.15,0.98,50.67,,120.7,230.91,600.97,1060.93,,,1020.36,820.21,920.9,1020.97,,,1510.57,1920.04,1860.71,2400.0,,3690.99,1240.36
10-26,10.15,10.0,,,120.91,240.5,610.2,1070.93,,690.26,1010.57,830.62,910.99,,,920.3,1500.67,1920.75,1810.0,,2110.8,3720.16,1240.43
10-27,10.16,,,70.91,130.2,230.85,600.6,,170.7,680.72,990.82,850.3,,,720.9,890.0,1490.3,1960.05,,,2070.88,3710.36,1260.61
10-28,,,50.73,80.08,130.13,240.53,,,170.98,650.18,990.39,850.41,,1020.87,730.9,900.05,1490.2,,,2370.03,2040.84,3650.36,1260.97
10-29,,0.99,50.59,70.91,130.58,,,1060.7,220.07,670.68,1010.34,,910.66,1020.75,740.05,880.6,,,1850.59,2400.11,2040.5,3560.14,1270.09
10-30,10.12,10.01,50.76,70.21,,,590.0,1040.56,280.69,640.76,,,910.18,1030.2,740.98,900.53,,1950.0,1840.78,2390.51,2010.03,,1260.97
10-31,10.13,10.0,50.92,70.71,,250.38,600.16,1060.27,280.14,,,820.03,910.82,1020.8,760.23,,1470.4,1930.8,1890.8,2340.89,,,1260.72
11-01,10.14,10.01,60.09,,130.42,250.38,610.12,1050.92,,,1010.87,770.11,910.78,1030.65,,,1450.85,1940.05,1880.67,2360.4,,3700.96,1270.05
11-02,10.15,10.02,,,130.49,260.35,600.63,1050.87,,660.45,1020.47,780.95,920.02,,,930.65,1420.36,1930.85,1920.6,,2030.58,3700.7,1250.49
11-03,10.15,,,80.07,130.28,260.77,610.0,,280.39,630.26,1030.3,800.92,,,760.29,950.4,1420.75,1930.8,,,2090.96,3700.13,1250.75
11-04,,,60.27,80.08,130.4,260.77,,,280.39,630.26,1030.3,800.92,,1030.65,760.29,950.4,1420.75,,,,,,1260.2
11-05,,10.05,60.04,70.91,140.07,,,1050.87,290.17,640.84,1030.3,,920.02,1020.46,750.65,950.5,,,,2380.53,2170.58,3600.21,1260.68
11-06,10.16,10.02,60.04,70.86,,,610.0,1060.75,260.54,640.83,,,910.38,1020.53,750.05,940.09,,1930.8,1970.8,2390.02,2170.55,,1260.51
11-07,10.16,10.02,60.04,70.86,,270.11,620.35,1070.04,280.48,,,820.36,890.98,1030.42,750.69,,1430.4,2050.96,2010.9,2420.5,,,1320.0
11-08,10.13,10.08,60.04,,140.07,270.1,620.5,1060.94,,,1030.94,840.29,860.28,1010.89,,,1460.11,2090.09,2020.89,2400.17,,3580.39,1310.29
11-09,10.09,10.08,,,140.2,270.29,630.85,1050.25,,680.98,1030.73,780.93,850.78,,,920.95,1510.04,2200.05,1950.75,,2290.89,3570.44,1270.3
11-10,10.08,,,70.93,140.1,270.85,630.85,,300.82,690.91,1000.56,800.38,,,770.78,940.35,1530.36,2170.7,,,2370.4,3480.65,1360.68
11-11,,,60.02,70.71,140.19,280.35,,,270.0,690.63,980.35,800.91,,1010.77,770.34,940.0,1510.51,,,2410.5,2430.6,3560.24,1360.98
11-12,,10.05,60.09,70.48,140.19,,,1050.73,270.0,690.5,970.48,,860.8,1040.2,760.32,940.29,,,1960.82,2390.87,2450.07,3470.59,1360.94
11-13,10.04,10.11,50.94,70.42,,,640.03,1050.09,250.04,690.72,,,840.43,1010.59,740.03,930.4,,2160.61,1960.56,2370.21,2390.79,,1370.84
11-14,10.07,10.08,50.86,70.5,,290.82,630.29,1050.42,250.43,,,800.35,840.67,1030.65,740.15,,1500.4,2210.4,1990.2,2370.5,,,1390.8
11-15,10.05,10.05,60.0,,140.17,310.37,640.0,1050.15,,,990.22,800.61,860.12,1030.66,,,1490.85,2250.95,2000.15,2400.0,,3440.39,1350.66
11-16,10.05,10.06,,,140.03,300.53,650.63,1030.68,,730.76,950.2,790.82,860.05,,,950.8,1490.94,2270.5,1990.26,,2480.0,3370.91,1390.18
11-17,10.06,,,70.32,140.17,310.3,660.0,,230.41,730.17,970.27,800.4,,,730.97,1020.5,1490.75,2250.65,,,2460.58,3390.89,1370.57
11-18,,,60.04,70.21,140.6,310.1,,,250.08,730.34,990.52,800.1,,1050.45,750.21,1040.0,1500.05,,,2370.45,2440.18,3360.93,1360.89
11-19,,10.06,60.05,70.12,140.2,,,1020.56,240.48,710.2,980.65,,870.38,1060.22,730.9,1040.86,,,1970.99,2390.25,2380.8,3270.56,1360.67
11-20,10.03,10.08,60.16,70.26,,,640.75,1010.63,230.94,710.46,,,860.97,1060.0,730.63,1070.3,,2240.6,1940.21,2370.78,2380.0,,1360.02
11-21,10.01,10.11,60.17,70.26,,310.32,650.21,990.38,220.93,,,760.0,870.86,1040.97,740.39,,1530.0,2310.0,1970.5,2370.15,,,1340.46
11-22,0.96,10.2,60.24,,140.21,310.19,650.6,970.33,,,990.17,760.08,880.01,1050.1,,,1550.0,2300.25,1990.4,2380.13,,3090.15,1350.65
11-23,0.94,10.21,,,130.86,310.2,650.81,980.49,,710.62,980.4,760.71,890.25,,,1090.98,1550.23,2250.56,1970.3,,2380.84,3260.84,1360.59
11-24,0.96,,,70.28,130.67,310.28,650.76,,250.58,710.01,1010.2,750.59,,,740.4,1050.6,1610.15,2280.0,,,2450.72,3210.22,1360.61
