,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
07-03,,,,,,,2850.22,2720.51,3230.2,1540.68,,,1590.0,1090.06,1520.3,1440.33,,1190.86,1420.49,2510.6,1970.2,,1920.54
07-04,,,,,,,2860.81,2700.56,3180.45,,,2050.12,1590.37,1130.17,1490.13,,1410.6,1220.73,1420.24,2550.35,,,1860.25
07-05,,,,,,,2740.04,2730.34,,,1480.26,2030.62,1570.38,1130.69,,,1400.95,1220.7,1450.55,2500.89,,2910.1,1970.3
07-06,,,,,,,2840.37,2740.52,,1440.83,1520.44,2010.79,1550.38,,,1430.0,1390.99,1220.68,1440.96,,1990.95,2930.45,1950.42
07-07,,,,,,,2780.59,,3190.08,1440.55,1520.94,2070.73,,,1500.31,1420.5,1400.37,1230.0,,,1980.35,2970.39,1970.92
07-08,,,,,,,,,3140.67,1390.06,1510.98,2050.12,,1140.13,1510.43,1410.5,1400.27,,,2480.51,2000.79,2920.86,1980.0
07-09,,,,,,,,2770.76,3120.84,1370.53,1540.17,,1540.43,1140.01,1500.4,1430.77,,,1480.0,2500.17,1990.42,2950.22,1990.29
07-10,,,,,,,2790.78,2730.26,3110.62,1340.22,,,1550.5,1130.72,1480.79,1430.9,,1240.25,1470.3,2500.21,2010.7,,1990.44
07-11,,,,,,,2740.52,2750.75,3060.19,,,2010.82,1530.87,1170.36,1480.15,,1410.4,1240.78,1440.77,2470.2,,,1880.9
07-12,,,,,,,2760.49,2840.19,,,1560.16,2010.49,1520.39,1210.53,,,1420.12,1240.87,1450.08,2450.5,,2970.39,1910.4
07-13,,,,,,,2600.89,2870.55,,1340.38,1590.05,2020.86,1530.34,,,1450.27,1430.6,1250.55,1460.87,,1960.5,2930.83,1860.0
07-14,,,,,,,2630.77,,3130.17,1340.86,1580.07,2010.22,,,1470.5,1460.5,1440.2,1250.0,,,1940.7,2840.6,1840.55
07-15,,,,,,,,,3050.65,1440.02,1570.09,2010.3,,1220.7,1460.52,1420.7,1470.37,,,2400.3,1810.82,2800.01,1870.61
07-16,,,,,,,,2920.22,3060.15,1460.01,1550.28,,1530.73,1240.78,1420.5,1440.2,,,1470.0,2380.01,1830.78,2790.65,1870.93
07-17,,,,,,,2600.14,2900.26,3110.69,1520.97,,,1540.96,1310.24,1400.0,1430.6,,1250.14,1450.31,2200.19,1840.93,,1870.41
07-18,,,,,,,2620.82,2860.17,2970.61,,,1980.0,1540.73,1300.31,1390.26,,1450.84,1240.49,1380.29,2180.3,,,1860.7
07-19,,,,,,,2690.39,2910.98,,,1560.35,1990.87,1560.51,1290.68,,,1390.48,1200.11,1370.58,2160.0,,2750.51,1890.51
07-20,,,,,,,2690.5,2900.81,,1570.1,1550.48,2000.31,1530.26,,,1410.78,1390.26,1200.6,1360.47,,1880.2,2770.3,1930.3
07-21,,,,,,,2650.76,,2960.07,1600.15,1580.52,2030.54,,,1360.01,1410.41,1400.1,1180.95,,,1870.33,2820.9,1890.59
07-22,,,,,,,,,2920.97,1570.4,1620.24,2020.93,,1290.02,1370.75,1400.8,1400.6,,,2170.12,1860.41,2830.28,1920.25
07-23,,,,,,,,2910.32,2890.65,1660.84,1600.89,,1480.63,1280.63,1360.29,1380.37,,,1380.37,2170.39,1850.61,2790.51,1910.44
07-24,,,,,,,2700.75,2840.37,2800.75,1620.28,,,1450.93,1270.2,1360.9,1360.41,,1190.17,1380.85,2120.0,1850.4,,1920.24
07-25,,,,,,,2700.85,2830.1,2690.74,,,2010.35,1450.93,1270.9,1350.12,,1400.7,1180.4,1380.21,2190.0,,,1920.0
07-26,,,,,,,2700.57,2730.79,,,1620.02,2010.29,1480.53,1280.8,,,1400.69,1190.0,1380.18,2340.23,,2810.05,1930.95
07-27,,,,,,,2800.47,2700.24,,1620.52,1640.31,2000.04,1520.34,,,1340.51,1390.5,1180.68,1370.99,,1840.26,2780.08,1960.49
07-28,,,,,,,2790.78,,2700.39,1540.19,1610.88,2020.06,,,1320.0,1350.05,1390.9,1160.9,,,1840.3,2820.2,1960.25
07-29,,,,,,,,,2730.61,1520.44,1650.48,1990.36,,1290.31,1310.31,1380.7,1370.3,,,2360.73,1840.44,2870.0,1950.26
07-30,,,,,,,,2720.06,2780.91,1620.4,1620.89,,1540.57,1290.74,1330.4,1390.8,,,1380.9,2370.1,1810.5,2870.35,1950.18
07-31,,,,,,,2770.83,2750.13,2770.1,1620.29,,,1500.44,1280.67,1320.0,1420.5,,1160.1,1430.79,2360.9,1820.02,,1940.74
08-01,,,,,,,2750.36,2700.14,2740.46,,,2020.07,1490.97,1300.1,1310.5,,1360.93,1170.99,1420.14,2340.28,,,1920.0
08-02,,,,,,,2800.14,2730.26,,,1680.99,2000.59,1480.29,1280.38,,,1340.5,1190.09,1400.36,2270.91,,2860.75,1870.16
08-03,,,,,,,2830.25,2770.08,,1690.53,1660.21,1920.76,1510.06,,,1410.45,1340.04,1190.58,1420.39,,1830.25,2870.09,1870.04
08-04,,,,,,,2900.5,,2640.05,1690.7,1660.99,1870.01,,,1290.5,1410.89,1360.7,1190.45,,,1830.0,2870.94,1840.9
08-05,,,,,,,,,2510.11,1670.42,1660.93,1810.74,,1280.67,1260.57,1430.78,1350.5,,,2230.61,1890.6,2850.95,1760.58
08-06,,,,,,,,2710.73,2490.55,1690.48,1660.71,,1540.76,1250.88,1240.7,1400.88,,,1410.34,2260.76,1880.29,2820.27,1790.7
08-07,,,,,,,2940.7,2720.74,2560.87,1740.06,,,1560.61,1240.87,1260.92,1410.34,,1190.5,1420.74,2270.67,1860.9,,1800.19
08-08,,,,,,,2940.17,2790.81,2430.67,,,1700.21,1550.46,1250.1,1260.55,,1370.47,1190.67,1440.1,2310.21,,,1770.86
08-09,,,,,,,3050.63,2710.59,,,1690.51,1660.47,1550.02,1280.16,,,1370.34,1180.68,1450.2,2290.96,,2860.68,1810.04
08-10,,,,,,,3050.83,2660.61,,1690.44,1660.73,1580.11,1530.79,,,1410.5,1370.4,1180.05,1440.8,,1860.83,2880.61,1780.81
08-11,,,,,,,3130.03,,2570.58,1630.82,1620.41,1640.86,,,1280.3,1410.97,1370.19,1160.93,,,1910.65,2900.35,1740.1
08-12,,,,,,,,,2700.02,1640.45,1620.13,1690.4,,1290.03,1280.0,1420.99,1370.83,,,2300.24,1930.29,2930.23,1740.36
08-13,,,,,,,,2710.18,2630.37,1650.91,1610.1,,1550.1,1320.12,1310.0,1430.7,,,1420.9,2290.87,1940.44,2920.7,1740.96
08-14,,,,,,,3120.95,2690.66,2630.73,1600.84,,,1560.91,1340.49,1310.41,1440.8,,1170.4,1410.24,2270.1,1930.0,,1740.55
08-15,,,,,,,3120.25,2640.32,2660.91,,,1740.27,1540.59,1310.05,1320.67,,1380.0,1170.59,1410.5,2270.15,,,1740.8
08-16,,,,,,,3120.63,2580.34,,,1620.79,1710.15,1560.65,1300.91,,,1370.99,1160.75,1400.88,2240.71,,2950.1,1810.3
08-17,,,,,,,3060.01,2630.48,,1530.35,1640.19,1750.42,1560.79,,,1440.25,1370.68,1160.22,1410.01,,1890.81,2980.32,1760.5
08-18,,,,,,,2930.0,,2620.14,1500.02,1620.66,1680.75,,,1340.29,1420.65,1380.4,1160.0,,,1900.41,2950.05,1780.87
08-19,,,,,,,,,2440.55,1510.82,1600.35,1690.04,,1320.39,1360.2,1400.8,1360.8,,,2260.8,1890.3,2930.68,1770.6
08-20,,,,,,,,2620.27,2460.69,1570.69,1580.69,,1540.5,1320.6,1360.7,1420.64,,,1410.51,2310.54,1850.58,2920.57,1770.02
08-21,,,,,,,2990.97,2570.88,2500.36,1670.01,,,1560.88,1320.18,1360.49,1400.29,,1150.92,1430.3,2310.22,1830.75,,1770.58
08-22,,,,,,,3060.69,2630.41,2400.43,,,1680.78,1560.59,1340.16,1350.0,,1370.8,1160.0,1440.16,2320.06,,,1810.7
08-23,,,,,,,3090.56,2640.45,,,1590.26,1690.1,1570.18,1330.1,,,1370.37,1150.75,1410.5,2290.35,,2970.69,1840.3
08-24,,,,,,,3080.51,2620.44,,1690.08,1560.25,1730.1,1560.8,,,1350.35,1370.0,1160.56,1430.6,,1860.99,2980.7,1820.83
08-25,,,,,,,3130.52,,2320.81,1690.69,1550.36,1700.5,,,1360.09,1400.4,1350.42,1170.85,,,1860.1,2960.7,1810.9
08-26,,,,,,,,,2300.79,1670.97,1580.68,1720.29,,1320.58,1350.0,1400.51,1360.2,,,2280.9,1870.88,2940.34,1830.62
08-27,,,,,,,,2650.1,2330.27,1630.11,1580.46,,1560.32,1310.39,1350.51,1440.6,,,1440.52,2270.0,1840.48,2990.66,1830.83
08-28,,,,,,,3110.18,2620.7,2420.8,1670.34,,,1560.96,1320.42,1330.8,1460.6,,1180.75,1450.6,2280.48,1820.48,,1840.07
08-29,,,,,,,3090.52,2600.88,2420.34,,,1770.76,1560.05,1310.61,1310.95,,1360.2,1180.3,1470.88,2330.2,,,1900.0
08-30,,,,,,,3120.38,2600.94,,,1590.08,1770.18,1550.39,1310.54,,,1350.59,1180.2,1450.98,2320.15,,3050.17,2040.0
08-31,,,,,,,3120.97,2660.08,,1630.08,1580.72,1780.52,1570.21,,,1480.19,1340.95,1170.97,1490.95,,1800.72,3050.65,2540.9
09-01,,,,,,,3090.23,,2440.96,1630.71,1610.92,1770.18,,,1320.32,1440.5,1340.99,1170.4,,,1830.51,3120.89,2490.11
09-02,,,,,,,,,2460.38,1590.21,1620.78,1700.96,,1310.62,1330.32,1420.57,1350.55,,,2330.67,1820.01,3120.3,2520.8
09-03,,,,,,,,2650.04,2360.19,1580.5,1620.75,,1580.14,1310.25,1380.26,1450.3,,,1480.73,2310.02,1800.01,3170.94,2530.2
09-04,,,,,,,3110.3,2620.73,2290.1,1570.73,,,1580.07,1320.02,1380.15,1420.8,,1170.0,1470.4,2330.71,1780.36,,2520.43
09-05,,,,,,,3100.65,2620.25,2200.72,,,1690.43,1550.21,1390.99,1390.0,,1360.05,1160.0,1470.06,2360.18,,,2500.0
09-06,,,,,,,3010.95,2660.44,,,1620.98,1670.96,1590.0,1410.97,,,1410.4,1170.14,1470.06,2340.49,,3280.93,2460.0
09-07,,,,,,,2930.28,2610.78,,1610.34,1610.58,1730.94,1630.16,,,1410.67,1430.08,1170.95,1480.8,,1760.96,3270.73,2410.55
09-08,,,,,,,2980.24,,2250.82,1650.98,1640.03,1740.79,,,1390.0,1430.21,1410.45,1200.34,,,1720.57,3270.6,2430.95
09-09,,,,,,,,,2070.2,1700.24,1650.78,1680.86,,1470.6,1390.02,1440.22,1380.54,,,2340.85,1720.7,3240.57,2450.34
09-10,,,,,,,,2610.09,2020.74,1720.68,1640.49,,1640.16,1460.97,1390.2,1420.99,,,1500.75,2330.0,1740.27,3260.43,2450.65
09-11,,,,,,,2840.25,2620.99,1990.99,1740.11,,,1630.25,1460.8,1360.65,1420.4,,1210.0,1520.36,2350.07,1770.94,,2450.06
09-12,,,,,,,2890.51,2620.38,2080.88,,,1650.49,1630.34,1450.0,1370.56,,1380.93,1210.99,1550.05,2320.88,,,2430.3
09-13,,,,,,,2930.97,2690.01,,,1650.05,1630.89,1620.94,1420.1,,,1380.45,1230.55,1530.5,2320.5,,3320.75,2420.64
09-14,,,,,,,2920.31,2670.94,,1720.2,1620.91,1660.13,1690.98,,,1430.58,1390.35,1230.33,1520.15,,1770.6,3380.98,2430.32
09-15,,,,,,,2900.82,,1940.26,1760.46,1630.7,1660.01,,,1360.0,1410.95,1370.6,1220.5,,,1820.85,3430.34,2430.68
09-16,,,,,,,,,1580.41,1810.33,1630.26,1640.75,,1450.52,1380.56,1420.91,1360.47,,,2340.88,1830.8,3380.5,2430.8
09-17,,,,,,,,2660.01,1600.02,1800.96,1620.16,,1690.51,1460.15,1370.0,1420.8,,,1550.46,2330.58,1840.5,3340.5,2440.57
09-18,,,,,,,2940.62,2680.47,1600.02,1820.36,,,1670.74,1440.3,1380.2,1390.5,,1220.72,1570.08,2330.46,1810.6,,2450.4
09-19,,,,,,,2940.99,2760.58,2180.38,,,1630.19,1640.61,1470.81,1350.99,,1360.59,1210.75,1570.39,2300.52,,,2440.21
09-20,,,,,,,2870.97,2740.43,,,1630.18,1660.59,1640.85,1470.75,,,1370.0,1220.25,1540.35,2300.41,,3250.7,2210.15
09-21,,,,,,,2790.9,2720.77,,1760.08,1630.11,1640.38,1630.83,,,1390.45,1360.25,1220.34,1580.64,,1750.9,3350.3,2140.07
09-22,,,,,,,2710.9,,2080.63,1830.15,1600.86,1520.85,,,1350.05,1360.4,1360.7,1210.95,,,1780.5,3400.59,2310.45
09-23,,,,,,,,,2030.37,1800.6,1590.32,1510.05,,1450.9,1360.5,1340.3,1360.7,,,2300.36,1770.55,3430.47,2240.84
09-24,,,,,,,,2730.07,2140.39,1770.18,1580.07,,1610.84,1440.6,1370.8,1320.2,,,1590.0,2270.7,1770.96,3440.29,
09-25,,,,,,,2620.38,2690.15,2080.85,1770.14,,,1600.74,1450.8,1360.92,1330.85,,1230.03,1600.84,2280.43,1700.07,,
09-26,,,,,,,2730.31,2730.17,2060.99,,,1530.97,1570.34,1450.88,1370.11,,1350.26,1230.03,1590.27,2310.97,,,2060.0
09-27,,,,,,,2760.75,2730.84,,,1570.39,1560.85,1570.67,1450.07,,,1330.92,1230.36,1610.8,2290.01,,3550.19,2170.3
09-28,,,,,,,2890.54,2740.47,,1800.04,1560.78,1550.04,1570.82,,,1300.9,1340.09,1220.5,1620.61,,1720.09,3540.07,2170.38
09-29,,,,,,,2870.16,,1940.04,1790.6,1570.9,1590.02,,,1350.77,1330.2,1350.31,1220.2,,,1700.63,3600.88,2260.46
09-30,,,,,,,,,1980.0,1750.13,1590.96,1560.07,,1430.89,1370.9,1340.55,1340.9,,,2250.9,1700.95,3600.8,2170.7
10-01,,,,,,,,2710.95,1970.03,1760.1,1600.41,,1600.85,1450.69,1370.26,1320.9,,,1610.89,2260.49,1680.4,3630.25,
10-02,,,,,,,2900.79,2810.97,1900.77,1710.31,,,1590.29,1430.35,1340.25,1310.5,,1210.9,1620.59,2230.6,1690.6,,
10-03,,,,,,,2820.36,2800.16,1800.97,,,1530.55,1580.22,1420.14,1350.8,,1350.37,1200.78,1690.47,2230.1,,,2150.83
10-04,,,,,,,2850.95,2830.69,,,1610.99,1440.34,1560.55,1440.88,,,1360.23,1210.76,1680.5,2210.66,,3760.06,2100.72
10-05,,,,,,,2960.02,2890.08,,1700.87,1620.47,1430.03,1590.19,,,1360.8,1340.8,1230.5,1700.5,,1690.95,3890.82,2090.05
10-06,,,,,,,2920.79,,1430.08,1740.98,1620.92,1500.09,,,1380.9,1370.87,1350.9,1230.47,,,1720.68,3810.3,2120.86
10-07,,,,,,,,,1410.15,1740.05,1620.59,1510.0,,1470.2,1370.1,1400.0,1360.1,,,2260.36,1670.78,3700.7,1950.15
10-08,,,,,,,,2910.58,1160.63,1780.57,1630.15,,1590.02,1510.15,1340.61,1390.8,,,1710.81,2230.2,1670.0,3660.17,
10-09,,,,,,,2990.8,2930.79,1270.91,1810.7,,,1570.25,1510.24,1350.64,1430.81,,1240.81,1720.11,2230.18,1670.07,,
10-10,,,,,,,2940.18,2910.98,1270.91,,,1540.44,1550.38,1530.3,1330.21,,1390.1,1240.44,1660.2,2240.5,,,1630.89
10-11,,,,,,,2940.98,2960.41,,,1640.95,1530.02,1540.39,1530.7,,,1380.98,1260.0,1610.92,2270.37,,3690.81,1620.89
10-12,,,,,,,2900.85,2930.47,,1920.76,1630.03,1610.28,1520.37,,,1410.7,1380.07,1250.93,1670.0,,1690.0,3640.1,1610.8
10-13,,,,,,,2980.24,,1160.54,1900.77,1640.78,1580.55,,,1350.25,1410.8,1370.47,1260.86,,,1660.0,3620.77,1600.84
10-14,,,,,,,,,1340.72,2000.16,1620.36,1630.1,,1520.7,1350.5,1420.01,1360.2,,,2260.0,1670.29,3670.0,1590.6
10-15,,,,,,,,2950.6,1220.28,1960.04,1610.0,,1520.02,1560.25,1340.5,1420.61,,,1640.0,2260.0,1660.99,3670.76,1610.59
10-16,,,,,,,2970.61,2930.68,1040.87,1910.23,,,1530.89,1580.0,1320.41,1410.0,,1270.17,1650.99,2270.7,1630.8,,1610.43
10-17,,,,,,,2940.7,2930.61,1020.97,,,1600.09,1560.15,1550.2,1340.6,,1350.57,1250.15,1640.56,2280.0,,,1630.24
10-18,,,,,,,2990.67,2900.72,,,1630.42,1610.37,1550.31,1560.97,,,1350.81,1260.7,1600.18,2280.0,,3630.5,1600.2
10-19,,,,,,,3000.55,2890.3,,1950.59,1620.27,1630.14,1540.57,,,1400.27,1350.49,1250.5,1610.32,,1630.92,3680.83,1610.29
10-20,,,,,,,2960.82,,1090.33,1960.17,1610.92,1620.44,,,1340.1,1400.4,1340.72,1260.7,,,1660.39,3690.97,1600.75
10-21,,,,,,,,,1180.22,1960.59,1650.84,1650.71,,1560.12,1340.0,1390.49,1340.96,,,2280.54,1630.96,3630.37,1660.99
10-22,,,,,,,,2830.93,1090.98,1920.37,1680.35,,1560.6,1530.9,1330.5,1390.25,,,1550.7,2350.36,1650.07,3580.12,1690.08
10-23,,,,,,,2930.93,2870.2,1030.39,1930.28,,,1530.3,1500.3,1330.5,1380.94,,1260.8,1530.61,2360.2,1640.66,,1680.58
10-24,,,,,,,2920.9,2840.05,870.94,,,1690.96,1520.62,1500.42,1330.99,,1350.05,1260.02,1540.7,2430.94,,,1650.47
10-25,,,,,,,2950.21,2870.51,,,1690.82,1680.17,1520.72,1500.39,,,1350.3,1250.0,1550.65,2460.71,,3640.84,1720.38
10-26,,,,,,,2910.33,2940.89,,1940.08,1680.58,1770.44,1510.53,,,1380.5,1350.32,1240.2,1520.5,,1620.11,3640.82,1710.98
10-27,,,,,,,2850.28,,870.94,1890.73,1670.13,1850.54,,,1340.07,1380.5,1350.04,1250.94,,,1590.08,3620.17,1720.47
10-28,,,,,,,,,900.92,1780.74,1670.16,1850.02,,1500.3,1350.75,1380.1,1350.0,,,2440.4,1530.79,3530.21,1700.74
10-29,,,,,,,,3030.46,1080.42,1840.02,1680.96,,1500.77,1500.9,1380.5,1360.11,,,1520.52,2530.1,1550.52,3500.18,1710.72
10-30,,,,,,,2760.81,3040.51,1300.33,1750.8,,,1470.12,1510.0,1390.5,1350.75,,1250.98,1510.3,2610.6,1550.0,,1710.57
10-31,,,,,,,2810.91,3060.41,1330.2,,,1790.35,1450.0,1500.48,1410.5,,1380.84,1250.9,1550.47,2600.0,,,1700.27
11-01,,,,,,,2900.33,3040.18,,,1690.77,1750.18,1440.39,1500.6,,,1410.98,1260.5,1530.5,2630.79,,3590.1,1690.92
11-02,,,,,,,2870.29,3070.41,,1810.01,1700.11,1820.62,1460.14,,,1370.8,1400.81,1250.67,1530.71,,1560.59,3520.48,1670.72
11-03,,,,,,,2910.29,,1400.32,1730.92,1700.15,1830.3,,,1430.39,1410.75,1390.9,1250.9,,,1600.59,3530.02,1690.14
11-04,,,,,,,,,1400.32,1730.92,1700.15,1830.3,,1500.6,1430.39,1410.75,1390.9,,,,,,1690.5
11-05,,,,,,,,3070.41,1410.22,1790.88,1700.15,,1460.14,1480.95,1430.2,1400.97,,,,2630.0,1640.59,3500.6,1680.9
11-06,,,,,,,2910.29,3150.34,1320.45,1740.81,,,1460.31,1470.22,1440.1,1370.75,,1250.9,1560.0,2660.98,1650.27,,1690.3
11-07,,,,,,,2930.51,3180.47,1300.9,,,1840.25,1430.79,1500.33,1440.5,,1380.5,1320.28,1570.85,2700.74,,,1690.85
11-08,,,,,,,2900.12,3230.08,,,1740.2,1830.5,1420.94,1470.46,,,1390.32,1320.3,1570.51,2660.0,,3510.47,1690.97
11-09,,,,,,,2920.35,3210.41,,1810.63,1760.16,1800.9,1450.54,,,1360.5,1450.62,1310.5,1530.19,,1710.5,3490.46,1670.1
11-10,,,,,,,2920.05,,1370.28,1830.49,1740.36,1830.12,,,1450.22,1350.58,1470.4,1320.5,,,1720.76,3450.8,1680.9
11-11,,,,,,,,,1170.21,1810.74,1720.58,1830.67,,1440.81,1430.71,1350.0,1470.88,,,2600.4,1710.86,3470.44,1690.86
11-12,,,,,,,,3200.84,1170.21,1790.16,1710.93,,1440.96,1460.47,1430.57,1360.6,,,1500.89,2570.25,1740.3,3330.6,1700.24
11-13,,,,,,,2900.98,3170.3,1070.37,1780.59,,,1390.68,1420.59,1410.84,1360.0,,1330.32,1480.83,2510.8,1790.5,,1700.29
11-14,,,,,,,2930.1,3210.18,1070.73,,,1830.08,1390.25,1460.09,1420.49,,1460.26,1320.93,1510.85,2480.34,,,1690.6
11-15,,,,,,,2930.43,3170.89,,,1710.88,1860.01,1410.94,1470.13,,,1450.9,1310.21,1540.14,2480.01,,3400.3,1660.25
11-16,,,,,,,2930.92,3130.55,,1860.22,1690.16,1870.76,1400.36,,,1370.21,1450.5,1290.2,1530.16,,1850.3,3360.79,1680.76
11-17,,,,,,,2880.02,,990.83,1830.27,1680.86,1830.95,,,1420.67,1420.75,1470.7,1290.65,,,1820.9,3490.98,1680.99
11-18,,,,,,,,,1010.08,1840.63,1700.59,1800.09,,1490.45,1430.2,1470.47,1460.96,,,2460.15,1850.81,3450.56,1680.79
11-19,,,,,,,,3110.14,980.35,1800.69,1710.81,,1420.09,1480.81,1430.98,1470.5,,,1540.1,2480.01,1830.83,3370.62,1680.44
11-20,,,,,,,2850.96,3130.38,950.54,1780.07,,,1410.25,1500.0,1440.48,1480.05,,1290.96,1510.51,2480.0,1820.74,,1670.92
11-21,,,,,,,2910.48,3070.09,900.96,,,1690.6,1420.76,1480.4,1450.01,,1490.6,1320.49,1520.4,2540.35,,,1680.13
11-22,,,,,,,2880.01,3070.13,,,1690.71,1690.09,1420.23,1490.59,,,1500.0,1320.57,1530.91,2510.99,,3190.2,1680.08
11-23,,,,,,,2890.99,3070.05,,1790.11,1670.71,1680.2,1410.6,,,1520.0,1490.49,1310.6,1510.79,,1830.27,3410.77,1690.15
11-24,,,,,,,2890.99,,1110.0,1750.8,1700.24,1650.63,,,1440.7,1450.65,1510.11,1330.57,,,1860.0,3380.3,1680.96
11-25,,,,,,,,,1140.37,1710.48,1720.7,1660.19,,1470.9,1440.13,1430.99,1510.31,,,2550.2,1870.52,3370.55,1690.03
11-26,,,,,,,,3090.56,1110.5,1670.23,1740.46,,1400.29,1420.88,1450.5,1430.2,,,1490.53,2540.0,1850.71,3260.0,1680.68
11-27,,,,,,,2880.9,3070.51,1170.26,1690.14,,,1380.3,1420.0,1430.19,1400.65,,1330.5,1530.8,2530.89,1860.03,,1690.08
11-28,,,,,,,2940.78,3110.0,1170.9,,,1710.97,1370.18,1420.26,1420.86,,1480.94,1350.18,1650.58,2540.0,,,1680.1
11-29,,,,,,,3040.74,3150.39,,,1730.08,1700.67,1370.39,1420.86,,,1470.75,1330.55,1640.99,2570.54,,3390.2,1680.1
11-30,,,,,,,3060.18,3220.66,,1650.94,1740.41,1750.39,1380.8,,,1380.0,1480.8,1320.15,1610.29,,1820.43,3340.24,1670.7
12-01,,,,,,,3040.92,,1110.18,1680.65,1820.67,1810.4,,,1440.1,1370.42,1520.81,1330.02,,,1840.45,3450.21,1660.98
12-02,,,,,,,,,1130.5,1670.28,1890.4,1830.32,,1410.5,1440.91,1360.85,1520.35,,,2540.05,1860.97,3500.3,1650.86
12-03,,,,,,,,3230.43,1090.5,1630.49,1910.02,,1400.99,1380.6,1460.23,1400.0,,,1650.4,2470.93,1860.04,3450.99,1650.22
12-04,,,,,,,3040.68,3280.81,1070.27,1680.37,,,1390.5,1360.6,1440.5,1370.7,,1330.77,1640.2,2480.93,1890.0,,1650.59
12-05,,,,,,,3080.33,3440.07,1050.9,,,1840.77,1400.65,1340.99,1400.5,,1530.78,1330.65,1640.57,2460.36,,,1650.03
12-06,,,,,,,3080.65,3430.51,,,1940.23,1760.09,1390.66,1370.46,,,1510.5,1340.0,1600.62,2470.83,,3380.94,1640.3
12-07,,,,,,,3070.99,3470.97,,1650.99,1920.64,1740.57,1390.65,,,1340.5,1510.95,1330.02,1630.0,,1910.5,3440.96,1630.7
12-08,,,,,,,3060.35,,1150.79,1660.91,1900.48,1770.41,,,1350.05,1340.65,1530.05,1320.6,,,1900.08,3400.5,1630.0
12-09,,,,,,,,,1120.36,1660.84,1920.66,1700.35,,1380.68,1350.24,1350.81,1520.99,,,2480.7,1900.55,3360.6,1620.75
12-10,,,,,,,,3550.53,1120.35,1660.09,1920.76,,1400.25,1370.64,1360.09,1350.6,,,1610.0,2460.9,1930.3,3320.0,1620.89
12-11,,,,,,,3010.7,3530.01,1150.47,1660.3,,,1390.56,1370.0,1340.01,1330.8,,1340.65,1580.6,2470.34,2000.01,,1630.6
12-12,,,,,,,2950.99,3560.76,1150.09,,,1640.54,1400.8,1340.14,1340.49,,1580.63,1350.5,1550.79,2500.48,,,1620.89
12-13,,,,,,,2970.06,3460.99,,,1950.62,1660.77,1390.26,1330.45,,,1580.95,1350.56,1560.49,2490.5,,3070.26,1620.4
12-14,,,,,,,3020.53,3420.18,,1670.05,1970.34,1650.4,1390.24,,,1310.59,1570.2,1350.91,1550.4,,1990.6,3190.35,1600.74
12-15,,,,,,,3040.54,,1160.62,1720.02,1950.62,1710.25,,,1300.4,1340.4,1580.25,1350.5,,,1990.22,3240.09,1600.31
12-16,,,,,,,,,1150.78,1810.18,1930.48,1700.3,,1360.4,1310.4,1340.5,1560.2,,,2500.78,2060.0,3280.39,1600.24
12-17,,,,,,,,3410.06,1120.81,1760.88,1940.31,,1390.9,1380.6,1310.0,1370.9,,,1530.53,2520.05,2130.81,3270.3,1600.16
12-18,,,,,,,3020.8,3480.4,1060.64,1810.9,,,1400.35,1390.87,1370.0,1320.25,,1340.25,1510.89,2510.29,2140.28,,1600.53
12-19,,,,,,,2980.32,3460.73,1050.05,,,1660.05,1400.19,1400.58,1380.7,,1540.6,1330.96,1520.98,2510.4,,,1570.61
12-20,,,,,,,3020.46,3510.86,,,1940.1,1720.45,1420.38,1410.4,,,1550.3,1320.5,1520.27,2550.5,,3250.9,1580.94
12-21,,,,,,,3050.11,3520.8,,1830.82,1950.8,1690.71,1440.33,,,1310.5,1530.06,1310.7,1510.12,,2020.6,3390.88,1570.59
12-22,,,,,,,3030.91,,1090.72,1820.83,1960.68,1700.96,,,1360.49,1330.2,1500.27,1320.42,,,2090.86,3450.55,1570.95
12-23,,,,,,,,,1150.09,1840.72,1960.4,1690.74,,1410.69,1330.4,1350.3,1490.05,,,2550.0,2110.03,3390.81,1600.89
12-24,,,,,,,,3520.33,1110.18,1800.79,1950.41,,1440.61,1410.65,1340.28,1360.0,,,1490.73,2540.87,2050.3,3380.79,1620.68
12-25,,,,,,,3000.92,3490.25,1070.53,1820.38,,,1440.67,1400.8,1340.8,1340.48,,1310.96,1470.01,2530.25,2050.12,,1610.78
12-26,,,,,,,3000.04,3470.67,1020.34,,,1710.51,1450.11,1400.41,1340.6,,1480.95,1310.2,1480.41,2540.1,,,1620.12
12-27,,,,,,,3010.96,3490.52,,,1940.88,1700.47,1440.79,1390.0,,,1500.38,1300.99,1500.68,2570.11,,3430.97,1640.07
12-28,,,,,,,3020.82,3420.77,,1810.45,1940.39,1690.9,1430.91,,,1340.97,1510.0,1300.53,1530.0,,2050.6,3430.23,1610.82
12-29,,,,,,,3020.56,,1030.59,1830.47,1920.61,1700.5,,,1350.5,1370.49,1520.62,1300.5,1530.5,,2080.83,3400.33,1620.91
12-30,,,,,,,,,1060.67,1820.26,1930.62,1710.37,,1380.75,1300.31,1360.09,1540.55,,,2560.4,2120.69,3420.39,1620.56
12-31,,,,,,,,,3420.77,1070.63,1830.21,1930.62,,1430.91,1380.75,1300.31,1360.09,,,,,,
