,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
07-18,,,,,,49.1,116.0,147.44,197.4,,,366.73,351.75,364.16,374.1,,648.2,617.0,893.0,1290.4,,,946.6
07-19,,,,,,49.1,117.0,151.05,,,221.51,369.0,357.02,363.94,,,645.1,624.8,890.8,1292.2,,1515.4,928.8
07-20,,,,,,56.4,118.31,150.47,,120.21,222.51,378.24,358.37,,,570.0,646.9,627.6,881.6,,1094.2,1523.8,925.8
07-21,,,,,,56.99,118.17,,199.48,123.49,222.8,403.41,,,364.87,564.2,653.5,617.1,,,1102.6,1540.2,916.0
07-22,,,,,,53.32,,,197.55,120.04,223.67,413.54,,357.01,368.0,569.5,645.9,,,1297.0,1099.4,1551.6,944.0
07-23,,,,,,,,149.0,195.14,121.53,218.01,,342.36,352.84,365.57,566.7,,,871.0,1297.2,1093.4,1536.8,942.2
07-24,,,,,,,118.03,143.46,190.19,120.01,,,345.27,348.27,358.0,559.5,,624.3,875.0,1307.0,1093.2,,945.8
07-25,,,,,,57.23,118.85,143.5,181.08,,,401.54,342.86,348.25,354.15,,642.8,614.0,895.7,1322.4,,,960.8
07-26,,,,,,57.23,121.53,140.12,,,220.94,395.91,342.63,348.76,,,655.0,612.5,914.5,1336.8,,1566.0,1008.0
07-27,,,,,,57.72,121.53,139.25,,122.3,220.0,390.45,341.15,,,567.5,655.4,615.9,920.0,,1079.0,1554.4,1038.0
07-28,,,,,,60.5,121.53,,177.73,118.01,217.62,399.37,,,350.0,577.0,653.2,604.9,,,1085.0,1604.6,1025.2
07-29,,,,,,59.0,,,175.59,115.77,220.52,399.63,,349.12,355.74,578.2,648.1,,,1339.4,1089.6,1640.2,1052.0
07-30,,,,,,,,138.75,178.87,123.5,218.59,,353.22,351.26,365.03,575.0,,,907.8,1325.0,1076.2,1633.8,1039.0
07-31,,,,,,,121.53,138.94,179.17,121.7,,,347.05,356.44,365.5,591.0,,607.7,924.4,1319.6,1092.0,,1045.2
08-01,,,,,,59.0,121.53,136.53,180.07,,,415.36,351.21,360.22,363.5,,654.8,613.1,930.2,1328.0,,,1035.0
08-02,,,,,,61.38,121.53,136.33,,,220.17,418.24,346.11,358.38,,,641.0,621.4,929.4,1294.0,,1625.8,1009.0
08-03,,,,,,63.17,121.53,135.89,,124.84,219.06,397.94,354.05,,,587.9,645.0,617.9,924.9,,1061.4,1660.0,988.0
08-04,,,,,,67.25,121.53,,176.08,125.59,220.0,389.65,,,366.6,597.9,652.4,609.0,,,1061.2,1648.4,1003.6
08-05,,,,,,62.26,,,169.41,125.4,218.82,384.36,,355.96,355.35,589.3,647.3,,,1288.2,1097.2,1686.4,975.0
08-06,,,,,,,,133.3,171.48,125.0,215.15,,358.58,343.68,351.15,593.3,,,926.0,1303.2,1108.4,1667.6,984.4
08-07,,,,,,,121.53,134.66,175.04,126.82,,,357.19,340.42,357.2,598.0,,614.1,939.9,1304.8,1101.2,,994.4
08-08,,,,,,62.26,121.53,136.97,169.14,,,362.83,357.9,338.52,363.2,,648.1,624.7,923.6,1318.0,,,1009.8
08-09,,,,,,60.0,121.53,132.92,,,215.33,375.8,361.95,348.62,,,652.1,615.0,933.0,1288.6,,1670.0,1021.0
08-10,,,,,,61.4,121.53,130.71,,126.87,212.76,355.92,353.6,,,597.4,642.4,614.0,939.5,,1104.0,1712.8,1039.8
08-11,,,,,,61.4,121.53,,167.23,125.9,209.96,368.34,,,370.13,592.5,643.5,613.5,,,1125.4,1706.0,1020.0
08-12,,,,,,61.4,,,177.96,125.43,212.42,373.05,,355.05,373.45,597.5,650.4,,,1273.0,1145.0,1732.8,1036.0
08-13,,,,,,,,134.52,177.7,126.11,210.71,,361.03,360.82,375.4,593.8,,,959.1,1278.4,1154.2,1729.8,1037.2
08-14,,,,,,,121.53,133.17,178.18,125.0,,,366.26,367.96,384.56,590.7,,604.5,987.6,1255.8,1174.8,,1036.4
08-15,,,,,,61.53,121.53,130.23,179.17,,,374.63,368.44,366.74,391.0,,658.4,603.9,974.0,1237.8,,,1065.0
08-16,,,,,,62.16,121.53,128.16,,,214.62,361.39,369.39,366.12,,,668.0,599.0,978.8,1250.0,,1773.4,1100.6
08-17,,,,,,62.16,121.53,130.98,,120.84,217.02,370.59,364.55,,,584.4,672.7,595.6,977.0,,1153.4,1798.2,1095.0
08-18,,,,,,58.0,121.53,,178.79,121.47,218.54,362.06,,,392.0,584.0,679.9,596.7,,,1157.4,1781.2,1090.0
08-19,,,,,,62.26,,,171.58,119.61,217.6,356.01,,358.55,391.0,571.7,680.1,,,1248.0,1158.0,1763.6,1085.0
08-20,,,,,,,,128.65,178.66,119.89,216.16,,358.29,362.48,391.99,586.0,,,981.0,1275.6,1120.2,1733.0,1083.4
08-21,,,,,,,121.53,127.3,176.25,118.94,,,371.29,368.85,398.21,564.0,,605.2,982.0,1276.2,1120.0,,1083.8
08-22,,,,,,62.66,121.53,128.35,174.15,,,354.24,364.46,370.58,389.51,,688.6,612.1,998.0,1280.8,,,1150.2
08-23,,,,,,62.66,121.53,125.85,,,216.48,349.07,366.74,366.86,,,696.0,602.1,995.0,1272.6,,1754.6,1135.0
08-24,,,,,,62.66,121.53,125.5,,118.83,211.25,352.27,368.54,,,567.2,697.5,602.0,1013.1,,1137.8,1734.6,1146.0
08-25,,,,,,62.66,121.53,,171.63,117.57,212.07,343.56,,,391.62,560.3,698.8,603.8,,,1139.0,1711.0,1140.8
08-26,,,,,,62.66,,,168.83,115.46,214.05,340.13,,369.27,384.5,581.2,708.1,,,1284.0,1134.0,1684.8,1156.2
08-27,,,,,,,,126.0,173.2,114.9,215.45,,365.73,364.36,383.0,599.5,,,1070.0,1258.8,1113.2,1723.8,1163.4
08-28,,,,,,,121.53,123.5,178.47,117.87,,,366.75,360.35,375.05,613.9,,596.0,1067.0,1275.0,1100.0,,1166.6
08-29,,,,,,59.0,121.53,124.49,176.59,,,353.94,361.6,362.23,368.0,,695.6,594.1,1111.8,1282.4,,,1158.0
08-30,,,,,,59.0,121.53,124.04,,,215.66,357.08,361.72,361.5,,,695.7,601.2,1099.5,1288.0,,1745.6,1147.0
08-31,,,,,,62.0,121.53,130.04,,118.77,216.74,373.46,364.16,,,633.0,684.9,599.3,1083.0,,1107.0,1725.2,1133.0
09-01,,,,,,62.0,121.53,,179.51,120.35,217.48,380.89,,,367.38,610.0,678.2,596.5,,,1101.4,1805.4,1149.8
09-02,,,,,,62.5,,,180.01,117.0,219.81,373.6,,363.33,373.8,606.0,691.5,,,1306.0,1102.2,1839.4,1148.8
09-03,,,,,,,,131.06,173.91,118.02,218.97,,367.51,369.0,398.0,602.2,,,1080.0,1320.0,1095.0,1840.4,1152.2
09-04,,,,,,,121.53,130.63,173.57,117.21,,,364.73,373.74,396.51,606.0,,597.7,1100.9,1318.8,1127.2,,1160.6
09-05,,,,,,62.2,121.53,129.81,166.03,,,368.76,363.91,388.77,405.17,,677.9,602.0,1120.1,1321.0,,,1197.0
09-06,,,,,,61.7,121.53,129.6,,,218.79,369.77,370.45,387.07,,,680.1,599.8,1167.0,1312.0,,1853.8,1163.8
09-07,,,,,,60.77,121.53,125.92,,118.73,218.74,384.28,369.84,,,611.1,680.3,600.0,1150.9,,1110.4,1952.0,1178.0
09-08,,,,,,60.38,121.53,,172.86,120.39,222.98,394.92,,,402.1,619.0,679.2,606.2,,,1111.6,1924.0,1157.0
09-09,,,,,,62.12,,,156.87,120.3,226.27,383.02,,386.4,400.25,621.0,677.9,,,1292.0,1088.6,1891.0,1160.0
09-10,,,,,,,,126.65,154.27,120.09,227.7,,360.58,386.9,403.5,624.3,,,1129.5,1279.0,1081.0,1913.0,1150.6
09-11,,,,,,,125.0,126.6,149.96,123.52,,,359.12,391.4,392.5,630.0,,600.1,1125.2,1303.6,1078.2,,1156.2
09-12,,,,,,63.75,123.54,124.86,152.2,,,372.15,357.69,391.98,400.55,,669.3,604.5,1112.3,1274.0,,,1187.0
09-13,,,,,,62.5,124.59,127.49,,,230.38,376.2,355.79,385.25,,,653.9,606.0,1092.1,1269.0,,1993.0,1179.0
09-14,,,,,,58.46,125.04,125.08,,126.36,231.76,385.54,374.42,,,634.1,651.4,606.1,1087.7,,1091.4,1957.2,1175.4
09-15,,,,,,63.0,123.5,,130.01,126.7,233.21,400.39,,,401.5,628.1,660.7,610.0,,,1117.2,1924.8,1190.2
09-16,,,,,,61.2,,,110.09,128.93,235.87,399.73,,391.0,413.0,628.6,665.5,,,1317.0,1112.0,1900.6,1180.0
09-17,,,,,,,,122.45,93.39,129.16,234.13,,374.07,393.5,401.69,632.0,,,1074.1,1326.0,1124.0,1850.0,1174.2
09-18,,,,,,,124.14,123.8,93.39,129.74,,,369.88,388.19,396.8,631.8,,623.0,1139.8,1325.6,1128.6,,1175.8
09-19,,,,,,62.52,123.42,126.54,133.64,,,394.68,354.89,385.0,395.0,,658.4,627.0,1115.3,1314.2,,,1171.8
09-20,,,,,,60.0,120.64,124.92,,,234.41,405.41,362.08,379.5,,,639.1,636.8,1135.9,1337.4,,1840.0,1044.0
09-21,,,,,,61.61,120.13,124.81,,124.46,237.54,396.18,366.29,,,617.3,643.3,651.5,1113.5,,1085.6,1837.0,1009.2
09-22,,,,,,60.5,119.81,,142.02,130.8,239.19,366.31,,,393.59,604.0,661.0,645.4,,,1082.0,1913.6,1016.6
09-23,,,,,,59.76,,,139.99,130.1,238.03,347.83,,373.5,403.01,612.5,665.0,,,1357.6,1053.0,1869.0,950.8
09-24,,,,,,,,130.5,138.28,130.46,237.81,,364.12,377.97,404.48,598.0,,,1111.0,1335.0,1058.2,1884.6,
09-25,,,,,,,116.41,127.86,139.95,129.91,,,358.66,379.76,408.0,593.0,,651.7,1104.5,1350.0,1080.0,,
09-26,,,,,,59.76,123.69,131.26,133.09,,,357.69,349.29,385.5,409.0,,662.4,662.3,1107.0,1367.0,,,897.6
09-27,,,,,,64.28,123.17,131.93,,,232.05,371.13,353.64,382.91,,,663.8,660.3,1147.5,1339.6,,1867.0,984.8
09-28,,,,,,66.87,133.92,131.11,,130.47,228.91,374.71,347.37,,,577.3,670.5,657.0,1168.2,,1086.6,1854.2,967.8
09-29,,,,,,64.0,133.5,,122.05,130.04,230.02,383.05,,,403.42,586.2,678.5,664.0,,,1065.6,1861.0,964.8
09-30,,,,,,67.0,,,116.99,127.43,234.91,365.43,,386.0,408.77,597.0,682.5,,,1312.4,1063.4,1921.0,969.0
10-01,,,,,,,,127.99,111.13,128.31,236.76,,363.7,383.0,404.43,587.8,,,1174.8,1319.0,1056.0,1931.8,
10-02,,,,,,,137.6,134.92,106.6,125.1,,,367.02,374.99,398.49,588.1,,660.0,1162.7,1294.0,1060.0,,
10-03,,,,,,67.0,133.97,134.15,101.92,,,362.5,362.31,377.42,401.49,,674.0,663.5,1200.0,1290.0,,,1013.4
10-04,,,,,,68.0,135.02,138.83,,,237.84,337.74,356.0,379.57,,,673.6,668.4,1197.0,1291.6,,1953.0,1007.0
10-05,,,,,,68.0,140.42,140.6,,124.98,236.93,345.44,361.18,,,608.0,669.0,680.0,1183.3,,1076.0,1991.6,1000.0
10-06,,,,,,68.0,139.93,,90.18,128.58,234.0,361.48,,,408.54,618.1,667.0,677.1,,,1115.0,1930.4,963.2
10-07,,,,,,63.92,,,93.53,130.06,230.3,371.22,,387.0,408.25,604.0,674.1,,,1306.8,1094.2,1915.8,906.4
10-08,,,,,,,,141.67,79.39,132.81,230.22,,362.42,393.5,404.75,605.6,,,1180.0,1314.0,1091.0,1906.4,
10-09,,,,,,,149.11,141.97,91.1,139.29,,,360.82,392.0,406.69,606.0,,666.1,1145.0,1299.2,1090.0,,
10-10,,,,,,62.25,148.97,141.42,91.1,,,378.44,357.23,407.0,400.0,,674.5,666.7,1170.0,1324.0,,,960.0
10-11,,,,,,62.9,148.0,145.5,,,233.16,374.76,356.1,406.05,,,681.3,681.6,1126.0,1334.2,,1905.0,965.8
10-12,,,,,,60.52,147.49,141.54,,144.01,232.81,376.57,351.89,,,599.4,677.0,675.3,1163.0,,1099.6,1897.6,972.8
10-13,,,,,,60.0,158.1,,78.02,140.16,235.44,376.01,,,409.0,600.9,679.0,669.0,,,1081.8,1907.0,981.0
10-14,,,,,,58.51,,,90.09,142.43,234.01,383.68,,400.0,418.95,601.1,677.5,,,1325.4,1090.8,1898.2,974.0
10-15,,,,,,,,142.1,87.36,140.5,235.56,,352.14,400.0,412.5,604.9,,,1168.0,1337.0,1063.0,1905.6,974.4
10-16,,,,,,,158.02,138.73,85.11,136.37,,,353.16,401.4,411.51,599.4,,667.1,1154.6,1360.0,1067.2,,978.4
10-17,,,,,,60.0,158.42,134.48,82.21,,,370.16,362.88,396.9,419.64,,665.3,657.7,1117.4,1352.0,,,1008.4
10-18,,,,,,59.65,158.69,130.89,,,237.74,380.67,364.86,407.0,,,671.1,664.6,1103.5,1336.8,,1897.0,988.4
10-19,,,,,,57.47,158.04,132.57,,141.36,237.57,375.93,359.99,,,598.8,668.8,660.7,1083.6,,1063.0,1892.2,995.0
10-20,,,,,,58.52,149.5,,86.37,142.88,234.58,377.83,,,416.0,589.5,661.0,661.8,,,1055.2,1893.6,1003.2
10-21,,,,,,58.0,,,93.46,141.69,241.07,387.03,,409.17,407.97,594.1,656.0,,,1330.6,1038.0,1856.0,1007.6
10-22,,,,,,,,131.7,89.92,140.0,239.06,,362.38,407.25,404.5,596.6,,,1051.1,1348.0,1038.2,1836.6,1006.2
10-23,,,,,,,143.52,133.85,82.7,142.19,,,351.0,404.0,411.91,601.1,,664.0,1084.0,1340.0,1058.0,,1011.0
10-24,,,,,,58.0,141.24,132.61,77.02,,,393.25,348.62,408.76,411.47,,654.2,656.0,1039.0,1359.8,,,1006.8
10-25,,,,,,58.0,144.09,135.21,,,244.69,388.61,344.07,413.5,,,665.8,650.7,1051.0,1343.0,,1856.4,1036.8
10-26,,,,,,58.0,147.29,138.57,,141.27,244.44,404.15,337.33,,,599.7,668.9,647.0,1036.4,,1039.0,1829.6,1041.8
10-27,,,,,,58.0,148.61,,77.02,140.36,242.08,408.06,,,419.9,613.9,668.9,651.8,,,1034.0,1806.8,1078.0
10-28,,,,,,58.0,,,79.99,134.0,245.0,404.77,,415.87,418.0,601.3,665.2,,,1342.0,989.2,1801.0,1106.2
10-29,,,,,,,,141.25,85.5,138.21,248.1,,336.49,415.77,427.97,586.5,,,1067.5,1359.4,990.6,1804.8,1112.6
10-30,,,,,,,148.0,139.96,100.01,134.78,,,331.68,413.03,430.5,584.3,,649.0,1031.5,1365.0,955.0,,1106.8
10-31,,,,,,58.0,154.84,140.89,99.37,,,397.12,340.53,412.09,442.05,,660.8,651.0,1049.8,1360.0,,,1104.0
11-01,,,,,,58.0,157.85,138.54,,,253.21,390.31,313.89,417.39,,,653.8,654.0,1082.1,1364.0,,1844.0,1109.2
11-02,,,,,,58.0,153.7,140.42,,139.65,255.74,400.12,318.49,,,587.7,645.0,652.0,1080.4,,1010.0,1806.0,1102.4
11-03,,,,,,58.0,156.29,,100.06,139.0,257.94,406.0,,,439.73,591.1,640.0,651.1,,,1027.0,1796.6,1108.0
11-04,,,,,,58.0,,,100.06,139.0,257.94,406.0,,417.39,439.73,591.1,640.0,,,,,,1111.0
11-05,,,,,,,,140.42,99.26,141.0,257.94,,318.49,414.27,439.95,598.0,,,,1374.4,1062.6,1781.8,1107.2
11-06,,,,,,,156.29,143.85,89.57,141.76,,,325.57,411.9,426.12,598.1,,651.1,1081.6,1373.6,1089.6,,1115.0
11-07,,,,,,58.0,160.49,145.83,93.32,,,411.28,322.01,413.37,429.56,,652.3,672.0,1103.8,1380.0,,,1140.8
11-08,,,,,,58.0,158.74,145.33,,,262.25,411.93,317.23,404.0,,,648.1,674.2,1087.2,1363.0,,1788.8,1134.8
11-09,,,,,,58.0,160.19,143.75,,148.98,278.51,400.7,318.22,,,606.1,668.0,674.3,1062.3,,1181.8,1777.2,1105.0
11-10,,,,,,58.0,159.21,,102.59,149.75,277.73,407.78,,,445.1,616.0,686.0,675.2,,,1181.4,1756.2,1124.0
11-11,,,,,,58.0,,,91.49,147.58,279.21,407.69,,407.27,455.36,596.1,685.4,,,1349.0,1200.4,1790.0,1113.0
11-12,,,,,,,,142.72,91.49,147.95,273.72,,322.34,415.85,451.25,591.0,,,1058.2,1352.2,1208.2,1780.2,1118.2
11-13,,,,,,,157.81,139.93,79.01,148.29,,,317.68,410.6,442.0,593.2,,673.5,1087.5,1351.0,1227.0,,1121.4
11-14,,,,,,58.0,159.77,145.61,78.17,,,414.84,317.53,416.5,455.01,,676.5,675.2,1128.0,1331.6,,,1118.0
11-15,,,,,,58.0,157.98,141.42,,,273.36,414.63,315.91,412.55,,,679.4,656.8,1118.0,1334.4,,1785.0,1084.6
11-16,,,,,,58.0,157.11,142.03,,154.02,269.48,412.69,316.61,,,606.1,692.0,663.5,1124.6,,1254.2,1771.8,1109.0
11-17,,,,,,58.0,153.03,,74.25,152.37,267.21,408.06,,,458.99,624.5,700.9,658.4,,,1251.8,1759.8,1099.8
11-18,,,,,,58.0,,,73.24,158.49,269.88,408.39,,410.5,462.02,631.2,704.7,,,1309.8,1271.8,1714.8,1092.2
11-19,,,,,,,,141.86,67.35,157.15,272.47,,324.52,404.2,456.1,620.2,,,1131.4,1314.2,1251.2,1624.0,1091.4
11-20,,,,,,,151.45,141.87,57.35,158.24,,,325.91,407.95,459.49,627.3,,665.0,1119.6,1305.0,1259.6,,1085.2
11-21,,,,,,58.0,154.17,146.14,57.0,,,389.97,328.32,408.7,458.01,,717.0,667.0,1135.0,1302.8,,,1075.4
11-22,,,,,,58.0,156.46,146.69,,,272.35,395.15,328.97,402.0,,,717.4,671.1,1124.0,1309.4,,1575.8,1073.2
11-23,,,,,,58.0,159.53,148.2,,163.72,266.5,389.99,330.39,,,635.0,727.5,669.9,1115.6,,1248.0,1665.2,1089.6
11-24,,,,,,58.0,160.06,,62.36,160.04,270.95,392.52,,,450.51,612.1,735.9,673.3,,,1265.6,1668.0,1078.0
11-25,,,,,,58.0,,,63.54,158.38,269.32,411.07,,402.0,449.98,629.5,728.5,,,1308.8,1268.0,1632.0,1065.4
11-26,,,,,,,,150.42,55.59,151.72,268.53,,328.85,400.99,446.76,627.2,,,1096.0,1280.0,1253.6,1611.2,1058.2
11-27,,,,,,,161.55,154.9,56.23,155.99,,,326.41,397.04,458.28,626.4,,661.4,1104.9,1269.0,1247.8,,1064.0
11-28,,,,,,58.0,160.72,155.0,57.68,,,414.99,319.3,399.25,460.0,,724.1,678.7,1143.5,1272.8,,,1037.8
11-29,,,,,,58.0,167.98,156.52,,,266.97,411.92,323.91,399.0,,,719.5,666.4,1167.8,1267.6,,1633.6,1039.8
11-30,,,,,,58.0,170.0,156.55,,159.69,268.3,418.97,331.67,,,621.0,732.0,650.0,1127.2,,1202.0,1627.6,1040.0
12-01,,,,,,58.0,171.2,,56.5,162.0,279.94,417.53,,,478.0,607.6,731.2,663.5,,,1221.8,1678.8,1055.4
12-02,,,,,,58.0,,,57.98,162.35,282.05,416.11,,398.01,466.9,601.0,733.0,,,1258.4,1217.6,1721.8,1046.0
12-03,,,,,,,,162.13,56.65,161.03,295.34,,338.12,391.9,474.9,608.2,,,1149.7,1250.0,1199.2,1715.0,1049.2
12-04,,,,,,,170.58,162.2,56.0,163.43,,,334.19,390.74,465.0,584.3,,666.0,1130.0,1271.0,1218.0,,1055.8
12-05,,,,,,58.0,172.02,169.35,54.76,,,410.5,344.35,390.62,440.2,,760.0,669.8,1136.3,1251.4,,,1045.0
12-06,,,,,,58.0,173.09,170.75,,,300.99,390.64,343.97,400.0,,,761.9,673.0,1128.0,1255.0,,1662.2,1035.0
12-07,,,,,,58.0,173.03,176.5,,162.73,311.0,386.86,344.34,,,580.8,770.0,677.1,1117.1,,1210.0,1717.8,1036.0
12-08,,,,,,58.0,172.0,,56.99,162.84,306.2,390.24,,,414.8,570.0,765.0,668.4,,,1190.2,1684.2,1048.2
12-09,,,,,,58.0,,,51.61,161.78,306.37,391.86,,414.9,420.6,589.1,768.0,,,1262.6,1183.4,1689.0,1042.6
12-10,,,,,,,,184.63,49.27,163.75,301.87,,341.48,411.5,428.0,582.2,,,1104.0,1248.8,1230.2,1676.6,1039.6
12-11,,,,,,,170.55,182.71,49.65,161.24,,,343.96,405.1,424.7,580.9,,676.9,1100.6,1245.6,1225.0,,1046.2
12-12,,,,,,58.0,171.97,184.15,45.76,,,374.04,343.59,401.82,431.0,,764.8,695.0,1097.0,1256.0,,,1040.8
12-13,,,,,,58.0,167.08,180.11,,,297.34,374.71,344.68,401.0,,,799.4,690.0,1107.0,1259.6,,1590.6,1035.0
12-14,,,,,,58.0,167.95,176.84,,162.52,302.1,384.32,344.02,,,570.0,792.2,686.0,1123.8,,1214.6,1609.6,1029.0
12-15,,,,,,58.0,169.66,,49.14,160.72,302.84,385.39,,,441.9,585.0,784.1,698.0,,,1201.0,1637.8,1006.8
12-16,,,,,,58.0,,,48.85,166.71,304.55,387.29,,400.9,460.0,588.0,793.0,,,1284.0,1191.0,1653.0,1016.0
12-17,,,,,,,,179.38,47.68,164.39,305.63,,343.63,401.3,454.9,604.0,,,1117.1,1279.2,1189.2,1666.2,1015.2
12-18,,,,,,,170.98,183.28,48.94,164.85,,,347.13,400.7,476.0,578.2,,688.6,1119.3,1288.8,1239.0,,1021.8
12-19,,,,,,58.0,167.07,183.37,50.41,,,377.18,344.65,401.0,445.0,,787.4,680.0,1120.1,1294.4,,,1010.6
12-20,,,,,,58.0,168.01,182.47,,,306.02,383.52,346.47,399.27,,,779.2,665.1,1127.7,1292.4,,1683.6,1053.4
12-21,,,,,,58.0,168.19,184.3,,170.52,313.44,377.5,348.7,,,575.8,775.1,674.7,1121.1,,1200.8,1683.2,1061.0
12-22,,,,,,58.0,166.92,,52.6,169.53,315.24,378.16,,,438.5,570.6,770.0,684.4,,,1222.6,1710.2,1049.0
12-23,,,,,,58.0,,,53.34,168.07,322.5,379.0,,403.0,420.6,591.0,760.4,,,1274.4,1217.8,1655.8,1048.0
12-24,,,,,,,,184.14,51.87,167.7,324.55,,342.02,406.0,418.5,587.7,,,1110.5,1263.6,1209.4,1652.6,1052.8
12-25,,,,,,,164.28,183.53,49.43,168.57,,,343.04,402.5,413.0,581.8,,671.8,1087.6,1268.4,1220.4,,1056.0
12-26,,,,,,58.0,164.05,182.33,48.71,,,380.98,343.48,404.52,417.0,,759.3,671.5,1096.5,1269.0,,,1052.4
12-27,,,,,,58.0,163.77,185.64,,,324.52,378.66,343.58,398.55,,,775.0,679.5,1106.4,1268.8,,1697.6,1052.0
12-28,,,,,,58.0,165.28,184.42,,168.75,325.03,376.84,345.96,,,579.2,766.0,676.0,1126.8,,1232.4,1700.0,1051.2
12-29,,,,,,58.0,166.42,,47.79,168.01,327.57,378.66,,,451.5,599.5,765.5,677.7,1132.0,,1245.2,1716.8,1064.2
12-30,,,,,30.13,58.0,,,46.73,169.96,335.77,393.94,,399.7,434.6,591.0,791.9,,,1262.0,1259.2,1719.4,1078.4
12-31,,,,,,30.13,,,184.42,48.49,170.1,335.77,,345.96,399.7,434.6,591.0,,,,,,
